tone_ratings,value,SID
0.0,Since I don't believe Climate Change is man made I am disapointed by the judge in this article.,s052
1.0,Eliminating sugary drinks is effective in improving health.,s053
1.0,"It is very important topic in our life. We should follow Diet, smoking cessation, stress management and exercise. So we can reduce our heart attach chances.",s054
0.0,Climate change could cause climate-related crises in the future.,s055
0.0,It means the fight against climate change will get harder for us activists.,s056
1.0,Climate change is very important to me and we need to do whatever it takes to stop global warming. It is not in the US's best interest to interfere into other countries talk on  this important matter.,s057
1.0,Information about floods.,s058
0.0,This article is about how red and white meat both have the same amount of bad cholesterol.,s062
1.0,I do have a vested interest in not dying.,s063
0.0,sugary drinks are very bad for you,s064
1.0,"This article is about how a gut bacteria produced by running makes mice run faster, and possibly humans.",s065
0.0,The climate could damage the GDP,s066
0.0,Endangered Species Act being gutted and protections being thrown out.,s067
0.0,I don't really know anyone worried about the climate. My social circle is a bit lower on the ladder than people who worry about these things.,s068
0.0,How sleep apnea can kill you.,s069
0.0,This is showing how obesity can cause a lot of problems especially with your heart.,s070
0.0,This article matters to people I know because they know how terrible coal is for the world,s072
1.0,This article matters because leaders not fixing climate change could affect people that I know.,s073
0.0,My knowledge on GMO's and how it affects my view on it,s074
1.0,kids fat is little bit happy,s075
1.0,how to stop wasting food around the holidays,s076
0.0,This matters because all of that garbage will eventually stark impacting all of us if we don't do something about it.,s078
0.0,not really that important,s079
1.0,I want to be healthy and so I try to avoid things that could damage my body.,s080
1.0,people are debating about climate change...again,s081
1.0,This matters to me personally because I am environmentally conscious and know the dangers of burning coal. I would be interested in what the author has to say on the matter.,s082
1.0,"As the climate changes, more heritage sites are being affected.",s083
1.0,the senate is ordering environmental protection,s084
0.0,"If people are vegans, they need to avoid eating certain foods or they'll get gout.",s085
0.0,The claim of global warming and what it could bring to the future can affect my life or my child's life in the future.,s086
1.0,Getting exercise can help you retain your youthfulness.,s089
1.0,"How to deal with floods, climate change and staying safe when flooding happens.",s090
0.0,"If people don't do actions, everybody will be harmed eventually.",s092
1.0,Using A.I to transform breast care,s093
1.0,"diet recommendations to avoid getting kidney stones include:  calcium-rich foods, drinking fluids, and less sodium",s095
1.0,This is a story about how losing one's wealth doesn't mean you have to lose satisfaction in life.,s097
1.0,Do you think grandma's distaste for bacon is her secret way of staying healthy?,s099
1.0,"This article matters to people I know because wasting food is such a bummer, and this article will help avoid that!",s100
0.0,"High-sugar beverages contribute to disease, shortening lifespan.",s101
1.0,It matters because parents need their sleep and just 17 minutes could help. So by feeding them solid foods they get a little extra sleep supposedly.,s103
1.0,This matters to me because I am worried about global warming and the impact that higher temperatures will have on the global environment.,s104
1.0,This article matters because I am interested in exercising.,s106
0.0,About how to deal with raging fires.,s108
0.0,Flood is most dangerous to all livees...,s110
1.0,I exercise regularly and enjoy the benefits of doing so.,s111
1.0,Being healthy is important to me. I want to help my future family to be healthy the best that I can.,s112
0.0,Its about how important historic places are being killed by global warning and they have few years left.,s113
1.0,"Earth had it's hottest June on record, according to European experts.",s114
1.0,Alot of my friends and family are overweight and out of shape. This tool could help them get healthy.,s115
0.0,The more sugar you eat and drink the more you life draws closer to the end. This infor can helpe people corrrent a bad standard.,s116
1.0,the study makes perfect knowledge,s117
1.0,"With more and more reason to stay inside, we need to show children that exercise should be achieved regardless.",s118
0.0,"Wildfires are suddenly happening everywhere, just like they always have.",s119
0.0,Plastics are a burden on the earth and on our environment,s120
1.0,A person and their grandmother found ways to make their money count on food.,s121
1.0,European scientists believe that global warming is real and U.S. scientists will also soon,s122
0.0,This article is about the health consequences of excessive consumption of sugary drinks.,s123
1.0,This article is about how wildfires are made worse by grasses.,s124
1.0,I know some people who do cook a lot and are looking to eat healthier,s125
1.0,there should be a individual approach to doctor personally for better sources,s126
1.0,"most of the people likes weight loss, because of beauty",s127
0.0,This article is about coal and how it will affect Australia and the risks associated with continued coal use.,s130
1.0,Weight loss means more than reducing what you eat,s132
0.0,There is a reason kids can't make their own decisions until they're 18.,s133
0.0,"I know people living in the Midwest and given all the other expenses they have, I doubt they have coverage for this since it seems so rare.",s134
0.0,"This article is about the dangers of dietary supplements, especially to those under age 25, and how it might affect you directly in a negative way.",s136
0.0,There is a direct link between the cholesterol medication Statin and the development of developing staph skin infections.,s137
0.0,"Climate change is real, and it could effect us more than anyone may have previously thought.",s139
1.0,How rising temperatures are affecting people,s140
1.0,Global warming is an important topic for discussion,s141
1.0,Tomatoes and Spinach can boost nutrients.,s143
1.0,How partners can help one another with eating disorders.,s145
1.0,The article is describing a strike that young adults and children are participating in.,s146
0.0,Many Americans affected by natural disasters aren't receiving financial support from the government quick enough and the problem seems to be getting worse.,s147
1.0,Happy to visit McDonald's with my Grandmom,s149
1.0,It's about Statins and a link between skin infections.,s150
1.0,Protection of our resources should be protected and honored,s151
1.0,People I know care about the environment.,s153
1.0,This article matters to me because I'm not on a gluten-free diet.,s155
1.0,Because they are using sports drinks and there is a better way to get the carbs they need to exercise and heal.,s156
0.0,The Article say disasters multiply.,s157
0.0,IMPACTS IN CITY DUE TO HEAT,s159
1.0,This is important because we humans would like to keep our body healthy and not have any diseases,s160
1.0,THE ARTICLE MATTERS TO ME PERSONALLY BECAUSE THE OLYMPIC SKIER KNOWN FOR ME WANTS TO SAVE THE WORLD'S SNOW BY OURSELVES,s161
0.0,Interesting headline. Probably ought to read because of the prevalence of cancer in most of our lives and our love of deli meats over pre-packaged meat.,s163
1.0,"The article is about a probiotic for people who suffer from obesity. By taking this supplement, a person could have their metabolism benefit from it.",s166
1.0,I take my health seriously and exercise regularly. It's nice to see an article confirming the benefits of a healthy lifestyle.,s167
1.0,"I've never had sleep apnea, but it matters to me because I like to be informed in case it does happen",s168
1.0,They has to take this girls initiative as an inspiration for themselves,s170
1.0,I always slept with my dogs as a kid so I know how much dogs prefer the bed to the floor.,s172
0.0,In Australia a permit was granted for a coal mine,s177
1.0,This is about something we can all do to make a positive impact on the environment.,s178
0.0,That parents bear blame for their kids being fat.,s184
1.0,Nutrient levels in cooked tomatoes and spinach.,s185
0.0,After read this article i think i should avoid the meat.,s186
1.0,"The decrease in physical skills as we age, may not be as bad as we previously thought.",s187
0.0,Cancer can strike anyone at any time.,s189
0.0,may the problem will come at future,s191
1.0,Heart monitors can make high-intensity interval training less scary and more fun.,s192
1.0,Most of them can choose in S.U.V.s types so the sales can be high.,s193
0.0,The article is about toxic blooms in florida killing wildlife.,s194
0.0,Climate change is a scam and so are the people who sell it.,s195
1.0,It is about how our walking styles are affected.,s196
1.0,i will tell my friends and family about this,s197
1.0,This article is relevant to my society.,s198
0.0,Article is about the climate change which causes destruction of avalanches.,s200
0.0,Might be better to consider health choices early before you need those meds because staph is no fun. And then you have to worry about antibiotic resistance!,s201
0.0,All people should by a flood insurance,s202
1.0,If kids went outside the United States would save a lot.,s204
0.0,There's a new study about polar bears that is probably faulty since it comes from a Canadian zoologist that shares dubious information.,s205
1.0,skin infections is very sensitive so everyone should take care of it.,s206
1.0,Our future generations shouldn't have to live with the mistakes that we are making now. I want to change this for them.,s207
1.0,its about silicon valley start up,s208
1.0,Understanding why you aren't losing weight while exercising.,s210
1.0,"Dosing vitamin D during pregnancy may help to improve tooth enamel in offspring, thus increasing their dental health",s211
0.0,World is embracing bad news,s212
1.0,make sure that your recycling goes to a reputable place,s214
0.0,I think this should include self-impairment - wearing headphones!,s215
1.0,It is about scientists studying global warming.,s216
1.0,Chinese consumers are getting more into SUVs then previous years.,s217
0.0,It tell about the cancer rates in the place,s218
1.0,It matters because it shows others taking envrionmental action,s219
1.0,"But it may not burn many additional calories, because it will also start to move differently when it is not on the wheel, according to an interesting new study of the behaviors and metabolisms of exercising mice.",s222
1.0,This article matters to me personally because I want to learn information that can help me ensure that my nephew is happy and healthy.,s223
1.0,"If you stop smoking and take care of yourself, you'll have less likely chance to get a heart attack.",s224
1.0,Vegan diet is the most effective diet for sportsmen,s227
1.0,"Ancient history showed that the Pharaohs tried to mitigate their environments to help sustain themselves, but failed. It can be a modern lesson on preparation. Like myself, I do prep for calamity's regardless if they fail or not.",s230
1.0,My dad has heart disease and really needs to apply these changes.,s234
1.0,"
It makes it clear that everything, including the monkey, is taken very beautifully in one line",s235
0.0,this article is about how the government spending money unwisely effects the country being more vulnerable in the event of a disaster,s236
0.0,ALL THINGS SHOULD NOT BE RECYCLED,s237
1.0,It outlines the importance of getting my hearing checked for issues.,s242
1.0,I sometimes pack sports drinks for my long hikes but it sure is good to know an old fashioned banana is best!,s243
0.0,This article matters because people in my family are afraid of GMOs and avoid them without understanding the science.,s246
0.0,This claim may be true. Because our life style moves towards artificial. We have to loss something due to our irregular activities against this nature.,s248
1.0,Most people I know have young children and might want to read this,s249
0.0,"This article is about the Invasive Grasses, which may cause wildfires.",s250
0.0,"This article matters to people I know because some of them really love snow, my son is 8 and he's never seen snow he really wants to and if we didn't have snow hed never be able to.",s251
0.0,"It's just another talking point about the effects of climate change, to which I know quite a few climate deniers who would simply ignore it.",s255
0.0,this article is about what foods should i avoid to prevent the kidney stones,s257
0.0,Climate change will affect our country and also the world.,s258
1.0,This article explains the safety of bones pressure to doing the running and swimming activities.,s259
1.0,"If I exercise more, then I could live longer.",s260
1.0,People I know work out and others are into antioxidants. This would be relevant to each of them.,s261
1.0,I have a fitbit and it includes a heart monitor which is by far my favorite option .,s262
1.0,Finally a good reason to skip breakfast! May be something to consider for better weight loss.,s265
0.0,That climate change happening faster with the collapse in the Tibet area makes scientist more worried.,s268
1.0,people should update this kind of health related information. Sometimes it would be useful for one of us,s270
1.0,i think i can make a big difference in my health without counting calories and making life difficult for myself.,s273
1.0,Weight loss is very important to our life,s274
0.0,White meat could be just as bad for you as red meat,s275
1.0,It was about the federal government was gives protection about the lands and their bills.,s276
1.0,sugary drinks is very helpful,s277
1.0,"This is an interesting article describing the increase in cancer risk that excess weight can cause, along with the regions that are most affected. I really need to take better care of my body.",s278
1.0,This article is about the relationship about the dog and the humans in the bedroom.,s279
1.0,It matters because I would like to know which is better,s280
0.0,"I’ve really got to watch my sugar intake, because I do love my sweets and they are linked to lots of health problems.",s281
1.0,talks about how a cancer researcher treats cancer,s283
1.0,It matters because climate change is happening and it is affecting all of us and our future generations.,s287
0.0,Climate change will affect everyone on the planet. It is shameful that angry youngsters have to bring attention to the failure of grown ups in tackling this impending crisis.,s288
0.0,"A Canadian zoologist blogs that climate change is threatening polar bears, in opposition to what the denialists are saying.",s292
1.0,because people I know care much about polar bear and other animals,s294
0.0,Because it's about health and risks if people weigh too much.,s295
0.0,"This will contribute to destroying our environment, it’s sad people don’t realize how harmful Trumps policies are.",s297
1.0,It's very important to be mindful regrading food waste.,s299
1.0,use tools that makes exercises easy.,s300
1.0,This article is about arctic drilling.,s301
1.0,About solar power. Our world added more solar power than other resources,s303
1.0,I work in the energy industry so I am curious about these campaign ads,s305
0.0,that is unforgivable,s307
1.0,It matters to me because I can be affected by climate change in 20 years.,s308
1.0,"This article matters to me personally because I use several of these products. It makes me think that I should consider changing some of the cleaning items that I use in order to clean better, save money and help the environment.",s311
0.0,I personally like to learn about the new scams that the powers that be are trying to scam society with.,s313
1.0,"While I am not vegan nor suffer from gout, I still believe it is important to understand best practices when it comes to eating a well-rounded diet.  Knowing that certain foods may exacerbate certain medical conditions is something that I find important.",s314
1.0,The article is about whether gut bacteria could improve running speeds in people.,s316
1.0,"Being slightly overweight, I am glad that the research is showing that obesity doesn't increase risk for cardiovascular disease.",s318
1.0,This is about garbage patch,s319
1.0,It is about cleaning products,s320
0.0,This article is about climate change.,s321
1.0,This article is about the fact that white and red meat both have essentially the same effect on cholesterol levels.,s322
1.0,Heavy people may benefit from a probiotic for obesity.,s324
1.0,I too like Dancing. Some people may following their daily life with the regular work in the schedule so they need some relaxation this article seems to took forward them to dance and stretch so they can perk up the aging brain,s326
1.0,the baby feed with solid food will sleep longer than others,s327
1.0,This article is about how nuclear power can be considered green power to reduce carbon,s328
1.0,This article matters to people I know because it concerns their health.,s329
0.0,"I'm very worried about climate change, and it really bothers me when some people don't take it seriously.",s330
0.0,ices are melting due to global warming.,s331
1.0,That the performance of humans reduces as they proceed in what ever they do but we should do our best so the reduction would not be rapid,s335
1.0,I would be curious how strong the evidence to support this is because I consume some deli meats in small quantities. I wouldn't want to get cancer and I could learn how to reduce my risk of it.,s337
0.0,A lot of the people I know are struggling with the current COVID-19 pandemic and this is useful information for them.,s338
1.0,Getting your prtien form plants can help prolong your life and decrease the chance of getting ill.,s344
0.0,"WE NEED TO PROTECT ENDANGERED SPECIES, NOT ALLOW JERKS TO KILL THEM!!!!!!!!!",s345
0.0,Climate change is damaging,s348
1.0,My mom's house is at risk for floods. She needs to read this to learn about insurance.,s349
1.0,This article is about the variety of meat that has the lowest cholesterol level,s352
0.0,This article is about obesity.,s353
0.0,This climate change may affect me,s358
1.0,Probably fitness made us healthier in day to day life. Women faces earlier dementia because of the body structure. Doing Yoga and some fitness activities will give some better solution for women to fend off dementia.,s360
1.0,"I don't know if this article would matter to people whom I know, because no one in my immediate group of friends or family are car enthusiasts beyond using them to commute and as needed to support a lifestyle.",s361
1.0,"It matters to people I know, because they want to stay healthy and skinny, but still like to eat.
Article focusing on details of quality diet, pointing out it's important to choose carefully what You eat, and then You won't have to focus on quantity so much.",s363
1.0,Being healthy and not sick is due to genetics and other luck factors.,s364
1.0,I feel it's necessary because it brings other options for electrical energy and helps climate,s368
0.0,Widespread fires are becoming more frequent and dangerous that the likelihood it could burn something of my property is increasing.,s371
0.0,It appears that waste products from Americans are not being recycled as they make their way to be processed in China and the Chinese aren't taking care of it.,s372
1.0,Children need to start eating well early in life.,s373
1.0,"A Scientific Study pertaining to the Aging Process and how certain physical activities may be perceived to slow down or even ""excepted"" to slow down as we age. It will reveal how these are misconceptions and that we probably have to return to what the previous generations did. They ran, climbed, dug, squatted, chopped etc during their daily basic survival activities. Convenience is bad for our health in general. Inconvenience is good for our health in general. Think climbing the stairs or taking the elevator as a simple example.",s375
0.0,Processed meats is bad for you in any portion.,s380
1.0,it is about gmo and how much people know about it it is a newly found study,s386
0.0,people who cant hear are more likely to get hurt,s387
1.0,the 10000 acres in california,s390
1.0,my good habit is not smoking,s394
1.0,because of it's an awareness article and it's useful for everyone.,s395
1.0,Solar power is more powerful and useful.,s396
1.0,Useful information to see how new ideas on climate change are moving forward.,s399
0.0,About presence of snake oil.,s400
1.0,As for the new year resolution Helps the earth my consuming less product that's Affects climate change and the democrats plans to address that,s401
1.0,About the effective and hard work from the leaders gave better results,s402
0.0,SUV's are bad for the climate,s403
1.0,Having proper energy and a healthy environment is important to people I know and both these ideas play large parts in that.,s406
0.0,it is very important one weight loss is important most of the people had an obesity  and over weight so create lot of problems in our body so need burn extra calories,s411
0.0,climate change strike participate student and worker skipped the school and office,s412
1.0,How people behave different around others is always something I have noticed and am intrigued by the concept.,s414
0.0,I was under the impression these things can be recycled !!!!,s415
1.0,This matters to me personally because I want to breathe clean air.,s418
1.0,getting healthier is important and this may be a simple way towards that,s419
1.0,Recycling is helps to reduce the waste and it makes earth cleaner and it's reduce the waste products.,s420
0.0,"The destruction of Hurricane Dorian is a travesty, I couldn't imagine if this were to happen to my community. Losing my home or a loved one would be devastating.",s421
1.0,Babies that get solid food early may sleep more soundly than ones that breast feed through 6 months.,s422
1.0,Healthy food is the most important factor of weight loss.,s423
1.0,"Generally, playing and otherwise exercising is good for all people, including children.",s425
0.0,This article is important to me because climate change laws can cause energy rates to increase and put excessive burdens on businesses.,s432
1.0,this all product is very good to health .,s434
1.0,"This is one of the current problems we are facing as society, so it is in everyone's interest to learn what it is being done in order to approach and solve it.",s435
0.0,Really Mr. Schumer's new plan is not so ambitious and reducing emissions.,s436
0.0,climate change is every necessary to save our children's carefully,s437
1.0,"This story gives me hope that the younger generation can truly make a difference with recognizing, and changing how we think about our planet.",s439
0.0,The 28th country bloc's net carbon emission. we shall be achieve in 2050 by 35% of the peoples.,s442
1.0,This article is about how people waste food,s444
0.0,wilder storms its very dangerous,s445
0.0,We all eat processed meat in our house so that makes me worry about my wife and kids.,s446
1.0,This matters because the oceans are a very important part of the planet's ecosystem. People like myself need to know that the ecosystem is being protected.,s448
1.0,I have concern about the life of the species.,s449
1.0,There is a compound in some plants that may reduce risk for cardiovascular death and cancer death.,s450
0.0,every people need to control in daily foods,s453
0.0,This concerns me so much that there seems like there is nothing to stop it from happening.,s454
1.0,Energetic bacteria make run faster,s456
1.0,This article is important to me because global warming is an important issue and I think it's great that the pandemic is bringing about some good.,s457
1.0,This article is about the best foods to cut back on to lose weight without worrying about the quantity of food eaten.,s460
1.0,What really keeps the flu away.,s462
1.0,this would raise awareness about cholesterol levels,s463
1.0,it shows that they could be healthier if they cycle.,s466
0.0,"87,000 tons of plastic affect many aquatic animals. That not good for earth.",s467
1.0,i know a lot of moms.,s470
1.0,This would matter to me because I usually have a full day and yet I would like to do weight training. The 13 minutes p/day would fit my schedule very well.,s471
1.0,its the best in recycling coffee cups,s473
1.0,A medicine to reduce bacteria in the stomach to help you run fast,s475
1.0,"There was a conference where they discussed about almost everything about Information technology, food products and country new leaders.",s478
1.0,It matters because it sheds light on an important issue and how and what we can do to fix it,s479
1.0,I don't smoke but could be more fit.,s481
1.0,"Babies can improve their overall sleep time per night if they start on solid food at three months instead of waiting for six months, post breastfeeding.",s482
1.0,"As someone who grew up eating trash but now has a child who eats wonderfully, we are the ones who mold their minds! We as parents need to quit being lazy and help our kids develop great habits!",s483
0.0,Avalanches getting worse because of climate change,s485
1.0,It gives me better information,s487
1.0,its important for my australian friend who voted in those elections,s488
1.0,This article is about alternatives to disposable cleaning products.,s490
1.0,"This news would be welcome to my friends, some of whom struggle with more traditional forms of exercise.  Dancing is fun and doesn't really feel like exercising but still has a lot of benefits and they'd be happy to know they are keeping their minds young by doing it.",s492
1.0,Senate pass a bill that will help the environment,s493
1.0,Cycling and swimming is very interesting game...relaxation to critical situation,s494
0.0,this article is about how climate change is causing wildfires to spread to new locations around the globe,s495
0.0,"oh god, its not good one. its not safe",s496
1.0,This article is about losing weight and the impact of eating and exercising.,s497
1.0,"A lot of my friends are in tech or are interested in tech, so they would be interested in seeing various new types of technology.  The vegans would be interested in the lab-grown meat, and my friends in California would care as to a new gubernatorial candidate.",s498
1.0,cancer researcher he take the research personally and motivate to research more about the disease,s499
1.0,Many people want to lose weight so this article can be really helpful for many of my friends and also family members.,s502
1.0,This article is about how both red meat and white meat had the same effect on bad cholesterol levels in the body.,s504
1.0,The article suggested food to avoid and food to consume more to avoid kidney stones.,s505
1.0,Children skip school to do a demonstration on climate change on a Friday.,s506
0.0,fear is an excellent motivator.,s507
0.0,How weight relates to cancer,s512
1.0,Scientific experimental results that may indicate a bacteria in our gut could improve speed in running races,s513
1.0,"We can't replace our environment once we destroy it, everyone should read this.",s514
0.0,Government should take an effective action in banning this process.,s515
0.0,parenting towards kid's fatness,s516
1.0,It understands me very well,s517
1.0,"This article matters to me because I am a huge promoter of CBD oil, so if society knows a lot about it, the more mainstream and acceptance society will have on it, causing it to be more readily available.",s520
1.0,I want to make conscious decisions about what products I'm using and if they are eco friendly.,s522
1.0,Help out your planet by consuming less materials.,s526
0.0,Drinking sugary drinks is a killer,s527
0.0,The 'Great Pacific Garbage Patch' is going to ruin the ocean and kill the fish that we eat.,s529
0.0,dont fear for hear  monitor,s530
0.0,All meat is bad for our health.,s531
0.0,It says soda products have up to 12 teaspoons of sugar in them and can cause obesity and heart problems.,s532
0.0,The US wants to drill oil in the artic,s533
0.0,"This article matters to me because I love animals, and when a species is endangered, that makes me very sad.",s535
1.0,The women in my life have a change of avoiding dementia if the main better fitness during their midlife.,s537
1.0,"During the ClimateTECH Conference in San Francisco, technology and business leaders took part in wide-ranging discussions.
",s538
1.0,This is important to people i know because they are in need of things to do to relieve their stress.,s540
1.0,This matters because using reusable products will save more money.,s541
1.0,A article about recycling and the effect on climate change,s543
0.0,My father had cardiovascular disease. So I think it personally.,s544
0.0,"As someone who has had an eating disorder, I know my husband had to figure out how to help me.",s545
1.0,Some people I know live by the shore and figuring out which land will be underwater is important to them.,s546
1.0,It might be interesting to some people I know and they might learn from it.,s547
0.0,"Peoples are must knows about the atherosclerotic plaques, help to stabilize them.",s548
0.0,this is not the form to act in our life,s551
0.0,This is about a doctor not excepting his cancer diagnosis and looking for other ways to treat it by trying to get money.,s552
1.0,Science needs to save native climates!,s553
0.0,This is about the effects due to climate change.,s554
1.0,it is interesting because i love dogs,s555
1.0,People want to eat healthier.,s558
0.0,because it is very need to know,s559
0.0,This industry is pushing for government advantages for itself.,s561
0.0,They've found a link between obesity and cancer and it's no surprise that it affects people in the South and Midwest more than other places.,s563
0.0,How red meat and white meat both effect levels of bad cholesterol.,s567
1.0,Its about the conference regarding climate and technological range.,s568
1.0,This article matters to people I know because many of them want to eat healthy,s570
0.0,People will continue to avoid the warning signs by building in flood-prone areas because they often seem to have their heads in the sand when it comes to these types of issues. It seems like a risky investment given the insane cost of building a home and it's fairly surprising that these homes are being belt so frequently in such areas.,s571
1.0,"Everything surrounding climate change effects my generation and those to come, this makes it crucial and important to my every day life. This article matters because it involves the importance behind bipartisanship and how carbon taxes and renewable energy needs to be focused on by those in power. The elections is where this mattered because of possible opposing views. That need of climate bipartisanship will effect my life and the life of everyone on this planet. Everything about the elections is important because those running for office will be the ones putting the votes and decisions forward.",s572
0.0,Although supplements for weight loss are popular they have many side effects that people don't know about.,s574
1.0,The dental health of babies was improved with high doses of Vitamin D.,s575
0.0,The extinction of various species is not a good sign for the state of our Earth.,s576
0.0,Sleep apnea is a serious problem and keeps increasing in adults in the US,s577
1.0,"This article matters to people I know because my friends and family enjoy national parks as well as nature in general, so it is a good thing that millions of acres of pristine land will be conserved.",s578
1.0,Homes are must built depend upon the geological locations.,s581
0.0,Experts say sugary drinks have no health benefits and lead to a shorter life,s582
1.0,marine life's are might need to care and preserved to have healthy shore and need to resolve.,s583
1.0,Campaigns are finally starting to run on climate change as a main issue.,s584
0.0,It's not going to fix itself.,s587
0.0,This article is important to me because I am overweight.,s588
1.0,"I have lived in ""farm country"" and it saddens me how many people talk about GMO's that have no clue about the benefits they provide to millions of people.",s589
0.0,"Lobbyist agendas are never big picture.
",s592
1.0,Scientific research.,s593
0.0,This article is important to all the people in the world the climate change is one of the  ongoing issues.,s594
1.0,It is going to teach me more effective as well as affordable way to clean my things without using disposable products.,s595
0.0,This article is about how people who take statins to lower cholesterol were increasing their chances of developing staph skin infections.,s598
0.0,fire is very dangerous for all,s599
1.0,I want to learn more about climate change,s600
1.0,"wildfires are very scary, we want to be safe and protect the environment",s602
1.0,"This is a sociality article so, big matters to people.",s606
1.0,pertains to overall strategies for optimal health,s608
1.0,Climate change affects people in our country which matters a lot and lead to a protest.,s610
1.0,Most of my friends and family eat  a lot of deli meat.,s613
0.0,about the toxic which is harm for wildlife,s615
1.0,The older cyclists are biologically younger.  so I would like to the olders.,s616
1.0,You should continue being active and living your life as you age.,s618
1.0,I have involved with this.,s619
1.0,CBD oil and the lack of information that society still has about it.,s620
1.0,Using technology to track climate change.,s621
1.0,drinking more fluid reduces kidney stones,s622
1.0,This article talking about plant proteins is vital to human,s623
0.0,With global warming there could be more disasters. It could affect me and my family.,s624
1.0,The article is about how banana is better than sport drinks in the market.,s626
0.0,Government is incompetent.,s627
1.0,It is very important to me.In future I think the usage of coal will increase,s628
1.0,I am very health concious.,s629
1.0,This article is about lawmaker,s630
0.0,Another study about how fat kids and their parents aren't at fault for being fat. Let's see what their parents look like?,s631
1.0,Different updates like reducing consumption and government.,s634
0.0,Americans continue to build homes in flood prone areas.,s635
0.0,"How plastics are ruining our environment and will continue to do so for many, many years to come.",s636
0.0,A very risky task if you go with Gluten-free.,s638
0.0,Some of the people I know are at risk of staph skin infections because they take statins.,s639
0.0,This article about the news was affect of the global warming.....,s640
