tone_ratings,value,SID
1.0,it is related to me because my gluten-free.,s040
1.0,This article is promoting a heart monitor for people who are afraid of getting a heart attack from High-intensity Interval Training.,s041
1.0,"In all of the children who currently are sedentary started exercising every day, societies could save enormous amounts of money in the coming decades and have healthier citizens as a whole, according to a remarkable new study.",s042
0.0,"The chicken little tactics must carry on.   Global warming is a myth, further study is needed.",s043
1.0,because most people i know care about the climate and how to try to fix the issues that earth is having,s045
1.0,"training make body fit but doing the interval and make with heart monitor make more easy and fun
",s046
1.0,Explaining ways to avoid kidney stones.,s048
1.0,People I know want climate change to be more acknowledged by the general public.,s049
1.0,The article will discuss the status of polar bears and how they have been affected by climate change.,s051
1.0,This article is about two things....i.e. an olympic skier wants to save snow and Scientists win $1 million prize for mapping peat.,s052
1.0,Low-impact sports might not put enough pressure on bones to help them.,s053
0.0,The effect of the climate change. It will come big issue on next five years.,s054
1.0,This article could show that climate change and global warming is really happening.,s055
1.0,Use less consumer products to get cleaner air.,s056
0.0,I was in FL when this happened one time. The ocean had red blooms and a horrible smell. There were dead fish lying on  the beach. The wildlife is not only exposed to the alga but to the tons of trash dumped in the ocean that kill them. People need to wake up to what is happening!,s057
1.0,"We need to reduce coal use, our future depends on it.",s058
1.0,"Living in a coastal state, the matter discussed in this article is very important to myself, my friends and family. While the article seems more about the lucrative side, learning about how start-ups are coming across this information and how they are learning this could give readers insight into the risk of climate change.",s062
1.0,Young people are taking part in a global strike regarding climate change.,s063
1.0,fitness may be key to staving off dementia,s064
1.0,This article matters to people I know because I have a lot of people in my circle who are trying to get healthier and more fit.,s065
1.0,Save the snow....and peat,s066
0.0,Multi-billion dollar companies whining about the fact that they have to only make 99 billion instead of 100 billion to save the planet.,s067
0.0,"People could lose their jobs over this, or take pay cuts.",s068
0.0,This is about a study and how obesity may decrease your life span.,s069
1.0,"Not surprising, a lot of oil flows into and out of Colorado.",s070
1.0,This article matters to people I know because they are against wasting food and enjoy farmers markets.,s072
0.0,This matters because it explains how I and everyone I know are mostly powerless to do anything to make the world better.,s073
0.0,Obesity is a big problem in the US and Mexico where I come from,s074
1.0,moving to the next level of tecnology,s075
1.0,it makes me feel hopeful and positive about my health as I get older,s076
1.0,A Korean grandmother found a way to stretch her dollar at American fast food chains.,s078
0.0,driving suvs causes climate change,s079
0.0,Our world is beginning to crumble around us and it feels like no one of importance wants to do anything to help.,s080
0.0,It is an awful thing to see and hear about,s081
0.0,This article is about how antioxidants will not cure muscle ache after a workout.,s082
1.0,It matters because it gives me a clue on how to lower my risk to the disease.,s083
0.0,global warming is real and causing more problems every day,s084
1.0,This article would give people I know hope that the next generation is willing to fight against climate change.,s085
1.0,Older cyclists are healthier than other people of their age group due to the amount of exercise.,s086
0.0,"Global warming is causing more violent storms, and it might be getting worse.",s089
1.0,Energy giants and conservative groups are fighting Trump's fuel efficiency rules.,s090
1.0,BOKS program can be useful for the parents.,s092
0.0,Scientists are trying to save the last a  porpoises  because they are exctinct,s093
1.0,"Recommendations for alternative cleaning products for disposable, one-time use items and their effectiveness",s095
1.0,This is about the plans in Congress to help people buy electric cars,s097
0.0,Is it really surprising that being overweight and cancer can go hand in hand?,s099
1.0,"This article matters to people I know because it provides information on building a new home in a flood zone, despite climate change.",s100
1.0,Adding fish to your diet increases intelligence.,s101
0.0,Because they keep producing coal that we continue to use that potentially causes risk in the future.,s103
1.0,This article is about how the use of solar power is increasing but fossil fuels still account for a lot of electricity use.,s104
1.0,The article is about the benefits of extra intensity in exercise.,s106
1.0,"How exercise, specifically bicycling is very healthy for people and keeps them youthful.",s108
0.0,vegan may be healthy but he or she need more calcium,s110
1.0,The effects on cholesterol that red meat vs white meat have.,s111
1.0,Romantic partners could prove helpful in aiding their partner with an eating disorder.,s112
1.0,Its about how large companies are facing large amounts of money in climate related risks,s113
0.0,"This article is about how climate change is many natural disaster more prevalent, and they could happen at the same time.",s114
1.0,Many of my family members suffer from obesity and diabetes. Getting in shape could be just the thing that brings us together and helps us live longer.,s115
0.0,Tides are killing people and it has to do with toxis. THere needs to be more down for the environment.,s116
0.0,disobedience makes severe action,s117
0.0,"Dietary supplements for weight loss, sexual function, and muscle building can have side effects that range from bad to fatal.",s118
1.0,This article does not surprise anyone.,s119
1.0,Take Vit D if pregnant to improve baby's teeth,s120
0.0,A garbage patch in the Ocean may be bigger than originally thought.,s121
0.0,on four continents record heat is having a negative effect,s122
1.0,"I think it's a hook for an article on climate change, which would matter to people I know because climate change affects everyone.",s123
1.0,This matters to me because I am always up for healthy drinking.,s124
1.0,Some of my friends have nieces and nephews of this age,s125
1.0,to have  a healthy stuff for long live,s126
0.0,if skier are saved the snow for snow season,s127
0.0,This is about a failed initiative to reduce carbon emissions due to some eastern countries objections.,s130
1.0,Encouraging kids to eat healthy,s132
0.0,Our children will bear the full brunt of our short-sidedness.,s133
0.0,Being overweight can contribute to cancer as shown in certain parts of the U.S. versus other parts where the rate of weight-associated cancer is low.,s134
1.0,This article is about how exercise helps older people to be healthier and biologically younger.,s136
0.0,Many individuals I know personally use CBD oil religiously. despite the claims there is not firm evidence of what the oil actually does.,s137
1.0,Medical benefits are seen after banning sugary drinks.,s139
0.0,Because everyone I know is having some hearing trouble,s140
1.0,Saving money involving children,s141
0.0,American cities recycles foreign garbage.,s143
1.0,This makes me a bit happy because I've cut sugary drinks out of my diet. It helps affirm that decision.,s145
1.0,The article is talking about the immune system and giving information on how effective it is against certain viruses.,s146
1.0,Being physically fit and healthy can have many benefits that can lead to a healthy and long-living life.,s147
1.0,The new study about Great Pacific Garbage Patch's Is Ballooning and counting.,s149
1.0,This could affect my local schools by making children happier and healthier.,s150
1.0,Climate updates are a necessary event in life,s151
1.0,Bananas may be healthier than the sports drinks they are drinking,s153
1.0,This article matters to me because I want to reduce my footprint as much as possible.,s155
1.0,A new trend for runners are challenge (more difficult) races that vary the experience for runners.,s156
0.0,The article about wilder storms.,s157
0.0,DUE TO CHANGE CANCER CAUSING COMPOUNDS IN THE BODY,s159
1.0,This is important because I always to gain strength fast,s160
0.0,THIS ARTICLE AFFECTS ME PERSONALLY BECAUSE OF THE AMAZON FIRE IS THE BIGGEST FIRE ACCIDENT IN THE WORLD SEVERAL ANIMAL WERE DEAD AND SO MANY TREES WERE FIRED THUS AFFECTS ME PERSONALLY,s161
1.0,"Dr Blau, a cancer researcher who has cancer, has started a company to crowdsource a new individualized approach to how he handles and treats multiple myeloma.",s163
1.0,"This article matters to people I know because while people age, they don't have to worry about giving up their hobbies, exercising, or what they enjoy.",s166
0.0,Deceptive health claims are bad for everyone and they personally disgust me.,s167
1.0,This article matters to me because I am glad to see young people involved in the climate crisis.,s168
1.0,health benefit of using vitamin d,s170
1.0,I think that personally climate change is a huge issue for me and one I hope is addressed in the new presidential administration.,s172
0.0,"Many homes are being built in places that are prone to flooding
",s177
1.0,"As someone who formerly raised rare and endangered miniature farm animals, this concerns me greatly.",s178
0.0,Needs to bigger roll outs for solar energy because fossil fuels are killing the planet.,s184
1.0,Solid foods for babies may lead to better sleep.,s185
0.0,Paper bags generate more air pollutants than plastic. They generate more water pollutants than plastic.I should avoid them.,s186
1.0,"This article matters to me, because this advance in science to help people dealing with obesity could help people I know and love.",s187
0.0,The oil industry continues to have its hands in the pockets of influential politicians.,s189
0.0,it's about new bacteria to make people run faster and it's unclear to work for people,s191
1.0,This matters to me because I don't want to gain excess weight and I want to be healthy.,s192
0.0,Due to some issues the two countries has joined together and have a fight,s193
1.0,I am about to have a child so any tips on how to make my child smarter is helpful.,s194
1.0,Post-exercise muscle aches might not be helped by antioxidants.,s195
0.0,It is about how drinking sugary drinks causes a short life span,s196
1.0,"we should aware of how plastics affect the environment , this article may help people to realize the consequences",s197
0.0,"This article makes very fearful and anxious, that is relevant to my society.",s198
1.0,Article is about cooking food and its nutrition values.,s200
0.0,There's more doom and gloom about a substance that has been around since ancient times. We'd know more about it if it hadn't been treated like it was worse than the oxycontin they threw at everyone instead.,s201
0.0,Who scared of High-Intensity should take a heart monitor,s202
1.0,Climate meetings and reducing holiday waste.,s204
1.0,Hmm...we may not slow down as much as we thought when we age. That's good news.,s205
0.0,I dont know about the snake oil,s206
1.0,"This is an interesting study about the effects of food, our workouts, and how we deal with that throughout the day if we change one simple thing.",s207
0.0,its about plastic and paper both have downsides,s208
1.0,A pilot study on a probiotic that might help with obesity.,s210
1.0,This article is relevant to me personally because it demonstrates how natural foods are still better than man-made alternatives when it comes to recovery. Bananas are a natural replacement for carbohydrates after exercise and help to boost recovery and may do so better than sports drinks which are significantly more expensive,s211
0.0,Obesity paradox fails to holdup,s212
1.0,figure out if food nutrients go up or down after being cooked,s214
0.0,I'm thinking flood insurance will become a thing of the past... MOVE!!!,s215
0.0,It is about the side effects of dietary supplements.,s216
0.0,It's interesting what animals could be extinct in my lifetime.,s217
0.0,meat will increase women breast cancer level,s218
1.0,It matters because I look for ways to help the climate.,s219
0.0,A federal judge in New York called a lawsuit brought by Exxon Mobil against state attorneys general in New York and Massachusetts “implausible.”,s222
1.0,This matters to me personally as I want to stay updated about technology related news because I work in the IT industry.,s223
1.0,I can help in a Green sense by changing energy provider.,s224
0.0,Oil Industry's covert campaign to rewrite American Car emissions,s227
0.0,The Arctic Council was unable to issue a joint statement on climate change because the U.S. blocked it. Climate change is important to me because I feel we have a lot of bad information from non-scientists who have a vested interest in their views. I want the evidence to broad based and backed up by data. Proper interpretation of climate helps determine where public funding goes. That is reflected in my tax dollars.,s230
1.0,This is about the unknowns surrounding a marijuana extract.,s234
1.0,This is to add to the population of people with the ability to easily handle dangerous procedures,s235
1.0,this article matters because it includes information about how global warming is affecting us and how we are adopting to such changes,s236
0.0,PLASTIC DOES NOT DEGRADE,s237
0.0,It talks about how there could be more climate related disasters happening at the same time in the coming future.,s242
1.0,Greta's journey. See how she got here,s243
1.0,This matters because I know several people who own SUVs.,s246
1.0,"Our climate scientists should analyze the things behind natural disasters. If they properly do this thing, definitely they will find proper reason for climate change or global warming.",s248
0.0,romantic partner don't know how to help their partner with a eating disorder,s249
1.0,This article is about Running and runners.,s250
0.0,This article is about US climate report that warns of damaged environment and a shrinking economy. The US would lose 10% of GDP by 2100.,s251
1.0,The pro and cons to choosing either paper or plastic bags at the grocery store.,s255
0.0,its about antioxidants don't ease muscle soreness after exercise,s257
1.0,During holidays lots of food will waste and there are so many people do have food eat so share with them.,s258
1.0,It explains the difficulties of hearing loss it is very useful news.,s259
1.0,Trying to figure out rising sea waters can earn companies a lot of money/,s260
1.0,We all need to find time to workout - this might help!,s261
1.0,Climate change is real and we should all be paying attention to it right now.,s262
1.0,The nature of the foods you eat may be more critical to weight loss than how much you eat or the amount of calories you consume.,s265
0.0,The article tells that the recycling is not really being done that China really stopped using foreign garbage,s268
1.0,This article shows the benefits of exercising,s270
1.0,i think breakfast is super important so this article would interest me.,s273
1.0,Because this is very useful for people,s274
1.0,I know some people that live in these 'at risk' places.,s275
1.0,It was about the exercise was giving a healthy muscles and great immune systems.,s276
0.0,climate changes causes various natural disasters,s277
1.0,I am trying to reduce my environmental waste and plastic use. This kit looks like it would be perfect!,s278
1.0,This article matters to people to understand the cardiovascular fitness were less likely to develop dementia.,s279
1.0,Using a heart monitor can make high intensity training better.,s280
1.0,Exxon’s case on climate investigation is not going to go forward because the court has declared the suit to be implausible.,s281
0.0,energy gisnts support Trumps roll back of fuel efficiency rules,s283
1.0,It matters to me because it makes me hopeful that if I exercise I can ward off dementia.,s287
0.0,Risk of flooding from global warming does not deter home-builders at all.,s288
1.0,We may be able to cut down on exercise to help us lose weight.,s292
1.0,the people I know believe that using electric car will reduce change in the climate,s294
1.0,Because most of the people I know use deodorant,s295
1.0,Young people around the world are protesting about climate change.,s297
1.0,People can take action to preserve our planet and inspire change!,s299
1.0,read about how to improvise your usage of plastics,s300
1.0,Bananas replacing sports drinks.,s301
1.0,research has raised concerns like sports activities,s303
0.0,"I live in a city that has flooded a lot recently, so I am worried about how heat waves will impact me",s305
1.0,that is enlightening,s307
0.0,It is about meat consumption and cholesterol level.,s308
1.0,This article is about what to eat and drink to prevent kidney stones.,s311
1.0,The unknown aspects of CBD.,s313
1.0,A physician specializing in cancer research and who has cancer himself has founded a company to bring individualized treatment to cancer patients.,s314
0.0,The article is about the floating garbage field in the pacific ocean and how it is much larger and faster growing than thought.,s316
1.0,A study found that people who oppose GMOs know less about them than others.,s318
1.0,Health tip is very important,s319
0.0,I was affected in 2016 and it was very bad,s320
0.0,This article is about heart disease,s321
1.0,This article is relevant to most of the women in my life.  My mother has had breast cancer and anything that teaches them of ways to mitigate the risks is helpful.,s322
0.0,It does not apply to me because I believe climate change is made up for political agendas from the left.,s324
1.0,Child's play is always welcome. This article is about sedentary children and the responsibility of the United States if they exercise everyday then they can save billion dollars,s326
0.0,health food for to prevent kidney stones ill,s327
1.0,I know that me and a lot of others like using straws and water bottles,s328
1.0,"This article is about Wind Turbines, drones and the need for America to change it's attitude towards climate.",s329
0.0,"I do think eating deli meat really is unhealthy, from my own experience. My friend used to eat it all the time and he died from correctional cancer. There really could be a connection.",s330
0.0,maintain proper diet ant is the slow process.,s331
1.0,Making know to the people the amount that was released for the purchase of American-made elecric and hybrid cars and trucks,s335
0.0,"Coal power is one of the largest and most polluting energy sources available. The air circulates around the world, so increasing supply may decrease prices and ramp up demand, and pollute the air I breathe. It would also worsen conditions I experience with climate change.",s337
1.0,They care about their own health and quite a few of them are at ages where cancer diagnosis can be very relevant to them.,s338
1.0,This is to inspire everyone out there. It is important to always try something new even if it means leaving your comfort zone.,s344
1.0,I think we really need to get our kids moving around in order for them to lead happy and healthy lives.,s345
0.0,I agree. One need to monitor what the kids eat,s348
0.0,The complicated relationship between nuclear power and the environment.,s349
1.0,The article matters to people I know because it help to reduce the risk of cancer by reduction of weight,s352
1.0,This article is about climate change and the elections.,s353
1.0,This article about wind turbine was good,s358
1.0,Staying home is also a better option and which is helpful spend time with the family people. Also it causes a better environment and for the pollution.,s360
0.0,"I have a dear friend who lives in Louisiana, which is very flood prone, and information regarding floods always makes me think of him.",s361
1.0,"It matters to people I know, because they care about this planet and want a better world for their kids.
Article is about consequences of climate changes right now.",s363
1.0,Using robots to teach the new era of caring for cancer.,s364
1.0,I feel knowing more about current climate challenges is really important.,s368
1.0,I would probably pay less in taxes toward healthcare if more children became more active than they are presently.,s371
1.0,Friends of mine are watchful over breastfeeding and general feeding of their newborns. This explains why my sister also breastfed her children because it is healthier for them.,s372
1.0,There are other key reason to lose weight.,s373
0.0,It's about the well documented and well known Plastic waste that ends up in our Oceans. The Ocean currents and wind drive them to a certain area where they accumulate and impact so much of the Ocean's wildlife and also end up on some beaches.,s375
0.0,I know people in live near flood zones.,s380
0.0,certain states are suing the oil and gas giants,s386
1.0,the person you are dating want to help with your eating disorder,s387
1.0,global warming is bringing an era of wilder,s390
1.0,best of supplement in my life,s394
1.0,The BOKS program and Before-school exercise program and also for a children's concern,s395
0.0,Climate change facing problems.,s396
1.0,Automakers seem to have a shift in their thinking about climate change.,s399
1.0,It helps people to live a positive natural life.,s400
0.0,"The climate changes seems to be the major problem right now, due to this the chain will gets break and goes on out of control",s401
1.0,This would be better one to follow,s402
0.0,the vaquita are near extinction,s403
1.0,People I know care about our environment and safety and want to know about the future effects climate change will have.,s406
1.0,weight loss is neccessary one most of the people works on simply sitting work so they had a over weight so they control their food and diet cut back on added sugar grains without worrying about calories,s411
0.0,obesity was high risk .climp amoung americans adults,s412
1.0,I enjoy reading about Ancient Egypt and how they handled things.,s414
0.0,unknown details about wildfires !!!,s415
1.0,This article matters to me personally because I want to live a long healthy life.,s418
1.0,I think it's important for people who are going through things to have a great support system.,s419
1.0,Based on this study hard work exercise will build a strength with in 13 minutes and it's really useful to work on.,s420
1.0,"Being too sedentary is not good for children and it would be best for their health if they were more active, it could even save up to $120 billion a year.",s421
0.0,"If that's the case, will there be more landfills popping up around me?",s422
0.0,Climate change is making wildfires worse.,s423
1.0,This article stresses the importance of fitness and a long life.,s425
1.0,This article is about a bacteria supplement made from a bacteria found in the gut that helped mice run faster.,s432
0.0,Trump is involve this matter,s434
1.0,It is an interesting approach and perhaps some people I known will take this piece of information to improve their physical condition.,s435
1.0,"She have a well experienced about price differentials between Asian, Hispanic, and white markets.",s436
1.0,unity is best policy i think so,s437
0.0,"The sad story of a near endangered animal that was not able to be rescued, despite a valiant effort by a team of scientists.",s439
0.0,we do not build strength in 13 minutes. it is impossible in 13 minutes. we have to put a hard work month or year.,s442
0.0,This article matters to me personally because it helps me to know one of the cause of colorectal cancer,s444
1.0,funds can be recover soon,s445
1.0,I go grocery shopping so this might have some tips for me.,s446
1.0,"It indicates something about the society we live in, and the effect it has on us. People like me are better prepared to live a meaningful life if we have more awareness of how our society and culture effect our behavior.",s448
1.0,This article describes about the climate week.,s449
0.0,"This article is very removed from me, but I guess it affects the overall global environment.",s450
0.0,this article is about scaring intensity,s453
0.0,Wind turbines does nothing for my state except noise pollution. We have them but do not effect our environment.,s454
0.0,During the weight loss exercise eat minimum amount of food,s456
0.0,This article is about how wildlife in Florida is being killed off because of a toxic tide.,s457
0.0,This article is about a lawsuit that Exxon filed to try to block an investigation into their climate policies.,s460
1.0,"It's everyone's job to help preserve wildlife, so please give this a read if you have time.",s462
1.0,this would give people an idea about pollution created by these bags,s463
1.0,"If people understand causes of these fires, they can help.",s466
1.0,scientifically it will work. take some test for humans and find it will work for humans or not.,s467
1.0,every has kidneys and they should know about them,s470
1.0,Everyone needs cleaning products and we all want the ones that work the best and are cost effective. This article would help explain which way to go with 5 examples.,s471
1.0,eating bananas helps a lot in carbohydrates,s473
0.0,I am overweight this would help me,s475
0.0,This article is about the risk of taking Statins to reduce cholesterol. It causes side effects of skin infections.,s478
1.0,Vitamin d will help your tooth enamel while pregnant so the women in my life need to know this,s479
0.0,My area may become more prone to forest fires even though I don't live in CA,s481
1.0,"This article matters to me because I know that kidney stones are extremely painful, and I want to do everything possible not to get them.  I also don't drink enough fluids, so this is a good reminder for me.",s482
1.0,There is a recent trend of campaign ads addressing climate change.,s483
1.0,Recycling may not be happening the way you think.,s485
0.0,Article is about breast cancer risk,s487
1.0,eating flavonoid-rich foods lowers your risk for cancer and other diseases,s488
1.0,I am interested in quick workout routines,s490
0.0,"Dietary supplements may not be good for people like they think they are, in fact certain supplements can actually be deadly.",s492
1.0,"If the funds were spent right, it could help people during disasters, with hurricane . Government aid",s493
1.0,This assumption is very benefit to break the trouble.....very happy,s494
1.0,This article states that our choice to eat or not before working out has major implications on how we would see food for the rest of the day,s495
1.0,good one to be renewed in that field,s496
1.0,This article is about supplements for people with metabolic disorders.,s497
0.0,"Staph infections could be fairly treacherous right now, as any attempts to visit an urgent care can put you at risk for COVID.  Might be better to weigh whether or not you should be taking statins, at least until it's a little safer to deal with the increased risk.",s498
1.0,it is good to see victory of coal mine in Australia and got a permit,s499
0.0,About wildfires and how they destroy and consume natural areas.,s502
1.0,This article matters to me because I am trying really hard to reduce the waste that my households creates. I care about the planet and I want to do my part in helping reduce pollution. I would love to know more ways to reduce my plastics.,s504
1.0,the article able to create awareness about environmental issues.,s505
0.0,"Some people I know don't understand the difference between the Flu and Covid and how our immune system works at all. Many think just because they're young, they will be fine no matter what.",s506
0.0,this doesnt make any sense to me.,s507
0.0,Which bags are better,s512
1.0,I suppose I know people who may be planning to buy a new vehicle and this would encourage them to seriously consider buying electric which would help the environment,s513
1.0,As a sleepy mom I appreciate this info.,s514
1.0,Natural resource cannot be found scarce in our environment.,s515
0.0,article about eating disorder,s516
0.0,The Article is about diabetes,s517
0.0,"This article is about climate change related costs on company's bottom line in the next 5 years, which equates to about $1 trillion.",s520
0.0,"Who wants to bother with recycling if it's really not happening? Also, what is the point of recycling if they are shipping the items to another country for processing? Carbon ...?",s522
1.0,Eating fish could make your children smarter.,s526
1.0,Having a dog sleep with you is beneficial for both to sleep better,s527
1.0,"This is an interview with Sylvia Earle, oceanographer.",s529
0.0,excess weight leads to cancer,s530
1.0,We all prefer and use plastic bags.,s531
1.0,I think walking is really good for a persons health and would benefit anyone.,s532
1.0,the journey of well know environmental activist Greta Thunberg,s533
1.0,This article is relevant to me because I'm very aware of my health and susceptibility to sickness due to the pandemic.,s535
1.0,The governments plan on discussions on how to address climate change.,s537
0.0,There is a risk for those taking cholesterol-lowering medicine to develop skin infections.,s538
0.0,This article is about how climate change is causing more dangerous rains.,s540
1.0,Express weight training is great if you don't have much time.,s541
0.0,The effect on surgar and our health.,s543
1.0,Climate is everyone's personal and me also,s544
1.0,"Solar power is gaining traction, but still has a long way to go over fossil fuels.",s545
1.0,How to add exercises and how the exercises help your body.,s546
1.0,This article matters to people who want to help make a difference when it comes to slowing climate change.,s547
0.0,Peoples are must know the increased risk of developing parkinson's disease.,s548
0.0,i think this medicine need to be more studied,s551
0.0,I know lots of people who have had some form of cancer. I'm always telling people about the food they eat and how it affects them adversely.,s552
1.0,Science is rethinking how a workout  prior to breakfast will affect weight.,s553
0.0,"It is about the dozens of plastics which is being dumped in landfills,where the plastics can't get buried in sand.",s554
1.0,it is about eating fish for pregnant women,s555
1.0,How realistic is it to own a wind turbine.,s558
1.0,becuase it is very healthy,s559
0.0,My wife is recovering from breast cancer.,s561
1.0,"This is an environmental compilation article that has information on Environmentalists and Nuclear power, international shipping's future and how to reduce your carbon footprint.",s563
1.0,Affordable reusable alternatives to single use plastic items,s567
1.0,"Global warming is an important matter to be taken in our society, also it should be seriously think by all levels of people.",s568
1.0,This article matters to people I know because many of them do not want to be fat.,s570
1.0,Everyone in my family absolutely loves getting produce at the farmer's market. We're all big fans as the quality is amazing and the prices are fairly reasonable compared to big grocery retailers.,s571
1.0,Stretching a dollar on American fast food was achieved by the grandmother of a person who was from a wealthy place in Korea that moved to an area of poverty in California. The grandmother was keen in finding ways to stretch a dollar.,s572
1.0,I think this article is important to people that I know because they are interested in understanding what the government supports especially Federal programs,s574
1.0,I have friends and family that avoid gluten.,s575
0.0,Sleep apnea is on the rise due to an increase in obesity.,s576
0.0,oil and gas giants are being sued by states for climate damage,s577
0.0,"This article matters to people I know because there are many thousands of families that have been affected by the wildfires in California, and many have lost homes or even loved ones.",s578
0.0,"Nowadays, diseases occurs depend upon the foods.",s581
1.0,Evidence shows that pregnant women and children eating fish may make children smarter,s582
1.0,as always known dog are good friend to human and it`s them common nature.,s583
1.0,"Solar power is a great way to curb fossil fuel emissions, so seeing more use is always good.",s584
1.0,"In case you were thinking of buying a wind turbine, FYI",s587
1.0,This is relevant to me because I am looking for an electric car.,s588
0.0,a lot of consumer products contribute to air pollution.,s589
1.0,This is old news but good to remember I guess.,s592
1.0,It is all about prevent the climate change.,s593
0.0,The article speaks about the newly constructed areas in flood prone area.,s594
1.0,It is going to enlighten me about how some nutrients are affected by cooking,s595
0.0,"This article is about lawmakers, lobbyists and the Administration try to overhaul the Endangered Species act.",s598
0.0,global warming is affect whole world avoid some dangerous.,s599
1.0,Partners need to be more educated on their partner's disorder,s600
1.0,It is about the environmental damage of plastic waste.,s602
0.0,This article about the climate change at arctic talks.,s606
0.0,Exxons's motion to ignore climate investigation was denied,s608
1.0,An article about vegan,s610
1.0,How to be more efficient when buying produce.,s613
0.0,disadvantages of soft drinks,s615
0.0,The climate change is making the problem worse.,s616
1.0,Pollution affects everyone across the globe.,s618
1.0,A.I to Transform Breast Cancer Care,s619
0.0,Potential side effect of statin medications being skin infections,s620
1.0,I am looking to add to my training regimen and this article should help.,s621
0.0,A deadly 2016 glacier collapse in Tibet surpassed scientist,s622
1.0,we should have responsible for keep our wilds from fire free.,s623
1.0,If you exercise you can stay physically younger.,s624
1.0,Article matters to people so that they can make necessary steps to protect our environment.,s626
1.0,Enforces decision to not smoke and exercise instead,s627
1.0,It is moderately important to me.I also search about coal,s628
0.0,Many people are less concerned in environmental issues.,s629
1.0,because it is about helping the children,s630
0.0,"Solar power's still interesting, but still mostly useless, definitely impractical. Would be nice if it worked, but that's still a long way away.",s631
0.0,Climate change effects every person that I know.,s634
0.0,Australia has gotten a permit to work in a coal mine.,s635
1.0,If I switch to a plant based diet it may increase my longevity.,s636
1.0,Its good to know how important Vitamin D is  for a baby.,s638
0.0,Climate change may destroy some of the Mediterranean's most important sites.,s639
0.0,"This article about the injuries related to driving, work, leisure and sports by poor hearing...",s640
