tone_ratings,value,SID
1.0,the beginning of doing exercise will give more benefits and make improve in the cells,s046
1.0,Solid foods might have a positive impact on babies fed at 3months.,s048
0.0,Climate change disasters will increase in frequency.,s049
1.0,"The article talks about a supplement that has increased gut bacteria in mice and allowed them to run faster, which could be used to help improve human exercise performance.",s051
0.0,This article is about the affect Climate Change will have on our economy by 2100.,s052
1.0,The heat wave pushed the June over the edge to be the hottest June on record.,s053
0.0,We need to save important heritage sites. It will go to destroy because of the global warming.,s054
0.0,The world may be slowly introducing and using more solar power but it is a small amount compared to the amount of fossil fuel we use for our total electricty.,s055
1.0,This is a loss for me since I love studying rare animals.,s056
1.0,"We exercise the body to keep in shape and it is logical that exercise also benefits the mind. Along with brain teasers, reading books, working puzzles, we also need to exercise our mind to ward off this devastating disease.",s057
1.0,I should keep this in mind when I choose what I eat.,s058
1.0,This article is about how to stop the habit of using single-use plastic products and in place replace them with reusable products.,s062
0.0,"Because every company is constantly doing shit like this and it's destroying the lives of everyone involved, including their own.",s063
1.0,consume less fod and help the environment,s064
1.0,This article is about how automakers shifted their views on climate change.,s065
0.0,Its not good to get kids meals because most are not healthy.,s066
1.0,"How lifestyle changes can have positive effects on your health, and specifically plaque buildup",s067
1.0,I don't know anyone who takes statins.,s068
1.0,Seems to be a new way to treat and diagnose breast cancer in people using AI.,s069
1.0,Curious especially with COVID now.,s070
1.0,This article matters to people I know because some of them are vegans and need to know what happens if they get gout.,s072
1.0,This article about how babies who get solid food will sleep for longer.,s073
0.0,People are switching over to vehicles that emit more pollution,s074
1.0,no pressures on cycling and swimming,s075
0.0,makes me feel sad for all the people that believe they can take supplements in place of proper diet and exercise,s076
1.0,"There's a new experimental Gut health supplement that may make us run faster, but it's not proven yet.",s078
1.0,gives knowledge on obesity,s079
1.0,Cooking with certain ingredients might actually be healthier than I expected.,s080
0.0,People are worried about climate change,s081
1.0,This article matters to me personally because all countries need to work together to lessen the pollution on the planet. I like knowing about when we get together to rid ourselves of the problem or not.,s082
1.0,I now know that I should avoid statins if I want to have healthy skin.,s083
0.0,more kids need to go outside and play instead of playing fortnite,s084
0.0,How people are building new homes in flood zones despite the threat of floods in those areas.,s085
1.0,There are two climate meetings being held this week.,s086
1.0,Getting exercise can help your brain stay healthy.,s089
0.0,I have children that climate change can effect in their future.,s090
0.0,People who use CBD might not be aware of its risky areas.,s092
1.0,Because I have a strong immune system so it matters,s093
1.0,I've always been curious of claims that cooking reduces nutrients,s095
1.0,At last automakers are starting to take climate change seriously.,s097
0.0,So during an economic crisis fewer americans are buying disaster insurance even as disasters rise?,s099
1.0,This article is about a specific approach to myeloma.,s100
1.0,"As a middle-aged woman, it's great to know exercise can help me stay clear.",s101
1.0,Cleaning products are more expensive and less effective than that of reusable products.,s103
1.0,This article is about whether or not low impact sports do not put enough pressure on bones.,s104
0.0,"This article is about less people getting disaster insurance, even though there are heightened risks because of climate change.",s106
1.0,How things like dancing could be great for brain health.,s108
0.0,Technology may be increased in against nature....,s110
1.0,I live relatively close to the coast and would be interested to find if this area would be affected.,s111
0.0,"Solar power makes up a small fraction of sources for electricity, especially compared to fossil fuels.",s112
0.0,This matter to me because I want to avoid anything that would decrease my health and worsen it.,s113
1.0,"If you are feeling a little bit clumsy, maybe you should check your hearing! We should be careful.",s114
0.0,"My family has a lot of over weight and obese people in it, anything to help with that would be appreciated I'm sure.",s115
1.0,People are staying  home to help with the energy and the enviroment. It is starting to help in many ways but has a long way to go.,s116
1.0,yes it contains high amount of protien,s117
1.0,"Two climate meetups are coming up, so now is the time to bolster the outreach of credible climate scientists.",s118
1.0,I am mildly curious about this issue and the reasons behind the lawsuit.,s119
0.0,gluten-free is not always best,s120
1.0,Car makers change direction on climate change.,s121
0.0,Parents may be responsible for their children's weight issues,s122
0.0,This article is about the relationship between climate change and the US economy.,s123
1.0,This article is about giving races a new way to conduct their races.,s124
1.0,The effects of climate change on glaciers,s125
1.0,there will be a simple answer to staying safe when the water rises,s126
1.0,if diet is an important issue of weight loss person,s127
1.0,"This matters to me personally because I do 99% of the cleaning in my home, and reducing cleaning product waste is good for the environment.",s130
0.0,Exxon wants to stop an investigation into climate,s132
1.0,I would have never believed Low impact exercise has risks.,s133
1.0,"A start-up company is trying to figure out which land will find itself underwater thanks to climate change, which could be lucrative knowledge.",s134
1.0,This article is about how global warming is increasing fire hazards due to drought and how firefighting is more important than ever.,s136
1.0,"Many of my friends are mothers, like I am. Most of us are always on the look out to find programs that bring enrichment to our children. this is a program that will for sure peak most of the moms interest.",s137
1.0,Interviews with people who were directly affected by climate change.,s139
0.0,How climate change and its effects will affect the world and people who live in it,s140
0.0,It matters too society as a whole,s141
1.0,babies could sleep  17 minutes longer if they have solid food than breast milk.,s143
0.0,I have slight tinnitus and am worried about hearing loss from that as I get older.,s145
1.0,"I am kind of interested in how energy will change my lifestyle in the far future, and I am aware that climate change responsibility falls on large companies.",s146
1.0,"This matters to me because I personally use, and know others who use these types of supplement.",s147
1.0,Year by year age passed but we never let us down.,s149
0.0,The disruptions from climate change could permanently ruin historically notable places for everyone.,s150
1.0,Exercise cures all. Get up from the couch and move. It keeps you young and healthy and feeling good,s151
0.0,New challenging races that runners won't likely meet their personal record,s153
1.0,There is a new type of tace that people are getting into.,s155
0.0,Because the people I know would not want further damage to wildlife areas unless absolutely necessary. They would fear some species would go extinct if we can't leave these areas alone.,s156
0.0,I have no any idea this time.,s157
0.0,FACE REALLY DIFFICULT CHALLENGES,s159
1.0,this article is about how babies sleep longer when they eat solid food,s160
0.0,ARTICLE ABOUT HEALTH ISSUSES WHILE TAKEING LARGE AMOUNT SUGARY SUBSTANCES LIKE SWEETS AND SUGAR ADDED DRINKS,s161
1.0,Homes are being built with great frequency in flood zones per a new study.,s163
1.0,This article matters to people I know because it addresses climate change and those who don't believe that it is happening. It brings awareness of the issue and how we need to address it.,s166
1.0,Climate change is real and anything I can do to help is important.,s167
0.0,"This article matters to me because I am overweight, and I dont want to cut my life short.",s168
0.0,this is about approving drilling in arctic wildlife,s170
0.0,Drinking sugary drinks can lead to a shorter life.,s172
1.0,It matters because climate change affects everyone including people I know,s177
1.0,"This article describes how to reduce plaque in your arteries, which will reduce your risk of having a heart attack.  There's hope, everybody!",s178
0.0,Climate change is causing multiple disasters one after another.,s184
1.0,Weight training in 13 minutes.,s185
1.0,Seems our land is band condition now.We should protect our land.,s186
1.0,"This article matters to me personally, because a climate plan proposal to help consumers switch to electric and hybrid vehicles would be a great step to helping move our country to cleaner transportation.",s187
0.0,This article is about flooding and how climate change has affected flooding.,s189
1.0,For general purpose,s191
1.0,"This is about the strange relationship between environmentalists and nuclear power, and also about how to cut down on your carbon footprint's impact.",s192
0.0,Due to certain products used by the consumer can create pollution to the public it will affect our nature,s193
0.0,Experts say that sugar in drinks leads to a shorter life span.,s194
0.0,The EU did not approve a stricter carbon emissions limitation.,s195
1.0,The article has some crucial information that can help me improve my life.,s196
0.0,I find this article not helpful,s197
1.0,This article very very useful and healthy. also relevant to people I know.,s198
1.0,Article is about alternatives to disposable cleaning products.,s200
1.0,I wish they'd have focused on this with my little bro. They do nothing all day but sit in chairs other than that 15 minute 'recess' after lunch. The best time would be in the morning to get their blood flowing and their spirits raised!,s201
1.0,people should concern about climate change,s202
0.0,I know someone who lives in a flood zone who needs more reasons to leave.,s204
0.0,This sums up various ballot issues regarding climate change and how they fared this election.,s205
0.0,lawmakers and lobbyists are the decision makers.,s206
1.0,A winter athlete wants to save snow. A scientist maps out peat.,s207
0.0,heart make it easy but not the brain,s208
0.0,Are the polar bears fine? This is what scientists have to say.,s210
1.0,"This article is relevant to me because it highlights the problems of introducing non-native flora and fauna into environments not suited to them. In this case, introducing invasive grasses into regions not suited for them may increase environmental risks like wildfires",s211
0.0,Sleep can have deadly,s212
1.0,see if you can shorten your workout,s214
1.0,Interesting angle - I always thought about impact to bones - not increasing bone strength! Worth the read.,s215
1.0,It is about government measures to conserve wilderness areas.,s216
0.0,Obesity has so many effects so I have to take a closer look at my health.,s217
1.0,Benefits of exercise,s218
1.0,It matters to me because I sometimes have a sweet tooth,s219
1.0,"I believe Nature & Culture will be remembered in history
as one of the few organizations who did the right thing,
on the right scale, in the right place, and in time.”",s222
0.0,This article is about how climate change will impact the net profit of large companies within the next five years.,s223
1.0,Big tech companies that I support are going to discuss important ideas.,s224
1.0,Coal is useful for most of the people,s227
1.0,People who have a strong fitness regimen are able to fight off Dementia. I've known that good cardiac health through exercise can strengthen your heart and increase blood flow. That's why I walk every day for a couple of hours with my dog. It increases blood flow and strength.,s230
0.0,This is about several groups pressuring the government to loosen protections of endangered species.,s234
1.0,Management is about developing the skills that make the action skills that the spouse has also created,s235
0.0,This article is about the negative impact of dietary supplements.,s236
0.0,GLUTEN FREE DIET DOES NOT PROVIDE BENEFITS,s237
1.0,It helps to inform me about whether these types of activities can be harmful to me.,s242
0.0,"The plastic produced in my lifetime, just astounding",s243
0.0,This matters to my cousin because he lives in California and he might be in the area of the lawsuit.,s246
1.0,In general proper exercise in every morning makes your day happy. This article also claims the importance of cycling. Because cycling in every day helps to protect your from diseases,s248
1.0,this would validate their thoughts about how climate change is real,s249
1.0,This article matters to me personally because I am feeding bananas for  my son instead of sport drinks.,s250
0.0,This article is about wildfires spreading in parts of the world and that climate change is responsible.,s251
0.0,"Probably the relationship between environmentalism and nuclear power, and likely the pros and cons behind it.",s255
1.0,because we have to recycle the use of plastic,s257
1.0,Benefits of exercise.,s258
0.0,It explains the children fat and it causes their parents trouble,s259
0.0,Processed meat could raise your risk for breast cancer.,s260
0.0,A billionaire getting countries to continue to use coal despite its inherent risks to the world.,s261
1.0,It is often good to balance out your diet rather than eat just one meat all the time.,s262
1.0,"Athlete / activist helping us keep winters white, the way they used to be.",s265
0.0,how cooking can make some vegetables better and how it can hurt others to not benefit you,s268
0.0,It's about how the world would get affected by the nuclear power and some kind of destructive powers,s270
0.0,exxon does not want an investigation into their effects on the environment,s273
0.0,Every people should know damaged environment and shrinking economy,s274
1.0,We should stop using so much disposable plastic!,s275
1.0,It was about the dancing was giving a active brain and it makes strong memory power.,s276
0.0,romantic partners with eating disorders will affect the others too.,s277
1.0,"A good article explaining how a heart rate monitor can aid you with high-intensity interval training! I have been doing this type of exercise for years, but have yet to implement a heart rate monitor.",s278
1.0,This article is about the walk of Americans.,s279
1.0,It matters because I think people need to be better prepared.,s280
0.0,Exercise alone without changes to diet will not be enough to make people loss weight.,s281
1.0,how flavonoids can hrlp reduce risk of cancer,s283
1.0,The article is about the consumption of fish making kids smarter.,s287
0.0,Some vegan thinks his diet gave him gout.,s288
0.0,Automakers plans could affect the climate we live in.,s292
1.0,people were contemplating if a Bacterial supplement could make people run faster the way it does on mice,s294
0.0,Because many people are affected by climate,s295
1.0,You should only buy the food you will use that day in order to prevent food waste.,s297
1.0,"In order to fight cancer we must educate ourselves about what ""best"" we are facing",s299
1.0,stay healthy by keeping fit in regular exercises and enjoy good healthy living,s300
1.0,Using vitamin D to increase tooth enamel in your baby while pregnant.,s301
1.0,This june has the heat wave nudged the planet,s303
1.0,If I knew someone with an eating disorder I would want to know how I could help them,s305
1.0,I did not know about this,s307
1.0,It matters to me because I want to be health and weight conscious.,s308
0.0,This is about mining coal and burning it. Three countries in particular are mining and using coal because it benefits a particular billionaire while it harms people and the environment.,s311
0.0,I think it is good to keep environmental zealotry limited and reduced.,s313
0.0,The relaxation of fuel efficiency rules for automobiles made by the Trump administration has been traced to industry groups who have a vested interest in seeing more fuel consumption.,s314
0.0,This article is confusing on its intent.  I believe it is about climate change perspectives of automakers.,s316
0.0,"After one died during an attempted capture, scientists decided not to try and capture either of the other two remaining vaquita porpoises.",s318
1.0,This article is about canadian zoologist,s319
0.0,The people should known this fails,s320
1.0,I have my children studying these program,s321
1.0,This article is about the potential negatives of using either plastic or paper bags at the grocery store and compares the two options.,s322
1.0,They put climate change issues on the election ballots.,s324
0.0,The climate change is the main part of natural disaster which we cannot stop. This article is about Hurricane Dorian and the other storms cause more damage to the nation so some Billions in recovery Funds were not spent for the disaster,s326
0.0,about the environment impact by coal consuming,s327
1.0,This article is about how doing more fitness activities can help people live longer lives,s328
0.0,This article is about a federal judge throwing out an Exxon Mobil lawsuit against attorneys general in New York.,s329
0.0,"The fossil fuel industry just can't seem to make enough money, and they couldn't care less what happens to our planet as they do it. Really sad.",s330
1.0,Wastages should be recycled and should not pollute the water.,s331
0.0,there is a dubious information going on about polar bears been circulated by Canadia zoolist blog,s335
1.0,Chef Tom Colicchio suggests only buying produce you will use today when shopping at a farmer's market. This can help reduce food waste.,s337
1.0,"On Friday, young adults and children skipped school to protest for climate change.",s338
1.0,We should pay attention to our environment and know when to do the needful. Cut your invasive grasses while you can.,s344
1.0,There is CBD all over and I would like to know if I should go ahead and try it or if I should wait for more research.,s345
1.0,It's about time we took climate change seriously,s348
1.0,My dad doesn't like working out but maybe a heart monitor would make it more fun.,s349
1.0,The article matters to people I know because the article talks about the effect of plastic bags or paper,s352
0.0,This article is about trust and unavoidable.,s353
1.0,Science made a big impact in scientists life,s358
0.0,"Algal is not serious problem in Florida in the past, but now it could be major problem and causes the problems for the coast. Also it made some problems in the future too.",s360
0.0,"My step-father had colorectal cancer and he eats a lot of deli meats, so this article would matter to myself and to my immediate loved ones.",s361
1.0,"It matters to people I know, because they need to find new solutions to their exercise/diet problem.
Article is about new weight loss strategy involving skipping meal before morning work out.",s363
1.0,A condition called sleep apnea can effect your sleeping habits.,s364
1.0,The information on the danger of climate change is very important to me.,s368
1.0,"This article reports on recent meetings of climate scientists, as well as suggestions to reduce food waste during the holiday season.",s371
1.0,All kinds of people can weight train successfully if you do an intense workout for 13 minutes which isn't too long if you count the time in a day.,s372
1.0,A skier wants to save the snow of the world.,s373
1.0,"Elderly persons tend to live on a Fixed Income and try to make their dollars stretch through frugality. Going from ""Riches to Rags"" sets a familiar and compelling backdrop to the story in the article. It will also contrast the Healthy Diet she had in Korea vs the Unhealthy Diet from Fast Food.",s375
1.0,We can all benefit for direct action to persuade policy makers to take climate change more seriously.,s380
1.0,it is important to an animal lover because no one wants to see a mammal die,s386
0.0,parents are force feeding their children,s387
0.0,under found side effect from dietary supplement,s390
1.0,very close to me the changes and more interesting,s394
1.0,because this covers heritage sites threatened by climate change.,s395
0.0,Climate change record heat wreaked havoc,s396
1.0,Polar bears are a favorite of my children and we want to see them thriving.,s399
1.0,About list of heritage sites that can be affected by climate change.,s400
1.0,As a animal lover its is very personal that wildlife is getting affected by toxic tide and to make necessary action to prevent the wildlife,s401
1.0,Our future also depends on our surroundings,s402
1.0,AI technology has breakthroughs with breast cancer research,s403
1.0,The article talks about how to stop your habit of using single-use items and how to get into more environmentally friendly habits.,s406
0.0,global warming is big issue in our country it is create a pollution and effects in our economy lose percent of  coming years is very big issues and very important one,s411
0.0,getically modified organism tend we know the least .the scientist new study found,s412
0.0,I am a huge advocate against study and this helps confirm why I did that.,s414
1.0,"some good news, hav to keep in mind and pass it ovre",s415
0.0,It is about governments suing gas giants about Climate.,s418
1.0,I think we need to be moving away from fossil fuels and this sounds like a good article explaining that,s419
1.0,"Avoid stone-farming foods like chocolate, spinach, tea, etc.., to prevent from kidney stone forming",s420
1.0,"The argument is made that dance is actually the best form of exercise for brain health, even better than walking or stretching.",s421
1.0,There are more affordable and more effective methods for cleaning than single use products.,s422
0.0,Climate change will decrease the GDP of the US.,s423
0.0,Adverse effects from dietary supplements could impact my health and the health of my loved ones.,s425
0.0,This article is about a growing swath of trash that is floating in the ocean between California and Hawaii.  This mass of trash is predicted to be 16 times larger than originally thought.,s432
0.0,"Australia in a victory for coal , clears the way for a disputed mine.",s434
1.0,A new use for bacteria derivated supplements related to address the obesity issue.,s435
1.0,A new study suggest very relevant to the California.,s436
0.0,most of adults became obesity causes so take our routine life take excersise,s437
0.0,"This matters to me, because overweight adults will read this, and think they don't need to lose weight. Proven, or not, obesity can cause a person harm in many different areas, including a healthy life.",s439
1.0,recycling process must be followed to reduce the pollution. It must be followed by all the peoples who were in the us. It is beneficial process.,s442
1.0,This article matters to me because it helps me to know the importance of flavonoids in plants.,s444
1.0,in childhood days good and precious day for us,s445
1.0,Ways to benefit from intense exercise.,s446
1.0,"The article talks about what people can do to help improve the earth, in the coming year. It also discusses a government shutdown and presents a Democratic plan to help address climate change.",s448
0.0,This article describes the claims of a snake oil.,s449
0.0,"I actually live close to flood-prone areas so this affects my neighborhood, so to speak.",s450
1.0,this is very useful things to avoid plastics,s453
0.0,Wildfires are caused by global warming.,s454
0.0,Effect of climate change in polar bears life,s456
1.0,I have a dog myself and we let him sleep in the bed. I think it's good to know that it is helping both mine and my dog's sleep patterns.,s457
0.0,This article is about the many dangers of sugar and sugary drinks.,s460
0.0,"Sleep apnea consequences, and the main cause behind it.",s462
1.0,this will raise awareness about climate change,s463
1.0,There is a bill that is passing to have federal funds for conservation,s466
0.0,We are more addicted to fast food. Fast food not help to reduce weight.,s467
0.0,because we use coal as an energy source.,s470
1.0,This is about babies eating solid foods when they reach 3 months old and how that may help them to sleep longer at night.,s471
1.0,vitamin d is great in pregnancy for the baby growth,s473
1.0,"Sanator shumer has a plan to give people vouchers for electric cars
",s475
0.0,This article is about the risk of Parkinson's disease which is increased by the abdominal obesity and other issues like high blood pressure and diabetes.,s478
1.0,new races that are designed to guarantee you wont set a new record are on the up and coming for runners,s479
0.0,Government aid has not helped Americans hit by storms,s481
0.0,"Large glacier collapses (larger than previously expected) are starting to happen more frequently due to climate change, and it's likely this will continue in the future.",s482
0.0,Climate change has us on track toward multiple disaster movie -level crises in the not-too-distant future,s483
1.0,Finding alternative disposable cleaning products could help people I know.,s485
1.0,It understands me better,s487
1.0,because climate change is real and we need this planet to live . this is a topic that matters to everyone,s488
1.0,This article is about how cooking can effect levels of nutrients,s490
1.0,"After years of working on it, a new land conservation bill has finally been passed.  It designates millions of acres for environmental protection and sets up a federal program to help pay for conservation.",s492
0.0,It’s people who are trying to lose weight but not the healthy way. Using pills and dangerously risking their life’s,s493
0.0,This article about relevant to people...worried about the message,s494
0.0,Exxon's attempt to block an investigation was cut down by a NY federal judge,s495
1.0,the best advice to known for,s496
1.0,I think this article matters to people I know because it could bring some hope as some are trying to lose weight and be healthy.,s497
0.0,"Within the next five years, climate change could have severe economic impacts on major corporations.  They're estimating almost a trillion dollars in risks.  So much for that 401k.",s498
1.0,seeds and gout  had been eating more years ago it is good for health,s499
1.0,It matters to people I know because the article provides weight loss tips and strategies that can come in handy. I know many people who struggle with weight loss and this article could really help them.,s502
1.0,"This article is about how environmentalists and nuclear power is trying to come together, however they are facing issues that complicate the situation. It also talks about how people can reduce their own carbon footprints.",s504
1.0,This article creates awareness about climate change issues.,s505
0.0,My partner has sleep apnea and we talk about it every now and then because I am worried about this a great deal. This matters because it could be life or death for him if he doesn't lose weight.,s506
1.0,about how there is more than just caloric input and output when it comes to weight loss,s507
1.0,Predicting the affects of climate change,s512
1.0,I know plenty of people who care about polar bears and our climate in general and we need to verify the accuracy of information being shared.,s513
0.0,"This concerns me as we are running out of time to reduce carbon emissions, this affects us all!",s514
1.0,Organic product are more helpful to the body than inorganic product.,s515
0.0,To people know the hearing loss impact on future,s516
1.0,It gives me more information,s517
1.0,This article matters by providing awareness of climate week and a call for action where appropriate.,s520
0.0,E.U. Leaders foiled in climate target attempt by developing Eastern countries who oppose.,s522
1.0,"Climate change should matter to everyone personally, it is very important.",s526
1.0,We are saving energy by staying home more for the most part,s527
1.0,It's unclear whether a gut bacteria that makes mice run faster would work on humans.,s529
1.0,REDUCE OWN CARBOB FOOTPRINT,s530
0.0,The un-natural partnership of nuclear power an environmentalists.,s531
1.0,I believe our wildlife are extremely important to our survival and i care about all the creatures.,s532
1.0,there may be no reason to go gluten free if you are not highly sensitive to gluten,s533
1.0,This article is about young people protesting inaction on environmental protection policies.,s535
1.0,"I truly relate to this one.  When my dogs are sleeping in the same room with me, I am at more comfort and sleep better.  With how the act,  I am sure they feel the same way.",s537
0.0,"Despite my best efforts, I suffer from obesity and high blood pressure and would be concerned for my future health.",s538
1.0,This article has to do with a bill that is saving acres of wilderness for the environment.,s540
1.0,This matters because people i know care about the climate and want to help the earth.,s541
1.0,I have a dog and am a current pet owner. Would be nice to know this research data.,s543
1.0,It is about the oil and gas giants,s544
0.0,"Farmers, like my family, are having problems with their crops due to increased temperatures.",s545
1.0,The options of plastic or paper and the downsides of each.,s546
1.0,This article is about a study that suggests people traveling less is saving on energy usage.,s547
1.0,Peoples are must know about the climate-related risks.,s548
0.0,i think the politicians needs to be more participative in the climate change,s551
0.0,The article is about when certain foods for vegans start to affect their stomach badly,s552
1.0,Your children need to learn better eating habits.  Here’s how.,s553
0.0,The food that we should avoid inorder to prvent from kidney stone.,s554
0.0,it is about climatic change,s555
0.0,Court blocks Exxon's attempt to stop the investigation into the company's role in climate change.,s558
0.0,because it is very crucials,s559
1.0,Australia is still producing coal.,s561
1.0,"There is new science that suggest adding intensity to your workout, pushing yourself to do more, creates benefit in the cells that translate to longer life.",s563
1.0,People I know are into fitness,s567
1.0,"Lifestyle makes a tremendous changes in all life of people, we have to take care of our health and should stay healthy.",s568
0.0,This article is about a court dismissing an exxon lawsuit.,s570
1.0,Cancer runs in my family and anything that helps reduce the risk is a positive in my book. Most of us don't have the best diet to begin with and so adding more plants that have flavonoids is likely going to be better for everyone.,s571
0.0,"This article raises my awareness on how eating more impacts our weight gain, regardless of exercising. It mentions how a few more bites throughout the day can result in weight gain and I suffer from this daily and it really strikes home for me. This topic is of personal importance to me and many around me.",s572
0.0,Disaster funds are very slow to reach the people who need them and the problem is not going away most likely because of climate change.,s574
0.0,"It is about Greta, a girl climate activist from Sweden, and hardships she has had.",s575
1.0,Climate change affects my life and it's good to see young people take a stand on it.,s576
0.0,"Products like perfume, deodorant ,pesticides and paint contribute as much as cars to pollution.",s577
1.0,"This article matters to me and people I know because I love exercising and many of my friends do as well, so it is good to know that exercise is able to keep our immune systems healthy and our bodies biologically younger.",s578
1.0,People make the good decision.,s581
1.0,"Maybe we can learn, as people, to do better things to help Climate Change based on what they did",s582
0.0,it`s a bad news we have a responsibility to take some action against climate change,s583
0.0,Sports that put too little pressure on your bones could be putting people at risk of health issues.,s584
1.0,Healthy eating ideas for kiddos,s587
1.0,This article is about saving money when getting fast food.,s588
1.0,it may have insight as to why I dont get sick as often as others I know,s589
1.0,Lab grown meat could be a good change but fear driven responses to change are often detrimental.,s592
0.0,People should avoid certain things like said above in the headlines to avoid climate change. We never encourage like those things.,s593
1.0,The article gives more information about the flood and its complications.,s594
1.0,Building of strength through simple light exercise,s595
1.0,This article matters to people I know  because climate change affects everyone.,s598
0.0,DON'T WASTE FOOD FOR EVER IN HOLIDAYS. REDUCING IS ONE OF THE BEST OPTION DON'T  TRY NEW METHODS,s599
1.0,I am health conscous,s600
1.0,It is about racing for fun instead of just setting records,s602
0.0,Because is killing florida wildlife.,s606
1.0,pertains to guidelines for optimal health,s608
0.0,Eating processed meat leads to colorectal cancer,s610
0.0,"This article does not matter to people I know, I do not know anyone from Australia.",s613
1.0,fitness help us to fight over diseases,s615
1.0,children's playing games and exercising is always good for health.,s616
1.0,"It's good to understand what makes a diet healthy, overall.",s618
1.0,I am very interested with this article so i felt very attached with this article.,s619
0.0,Additional World Heritage sites are being threatened by climate change.,s620
1.0,"My wife, and other women in my life, would benefit from this information.",s621
1.0,the article is quite educative and informative,s622
1.0,This is in order to point out the need for recycling and the mistake that humans make when recycling,s623
1.0,I like to move and I want to do all I can in order to keep my brain power.,s624
1.0,The article is about the girl who became climate activist.,s626
0.0,Climate change is drastically and devastatingly affecting our lives,s627
1.0,This article is about  how would we build strength.,s628
1.0,Mining is very useful for the economical growth of the nation.,s629
0.0,it is about snake oil thatswhy it becomes a matter,s630
1.0,"Not anything new, but it's nice to see a new study and some real before-and-after results.",s631
1.0,Reasons why people should eat more fish.,s634
0.0,I have been considering going vegan for almost a year now and this makes me think twice about it.,s635
1.0,"This would make me run harder, faster, longer to try to compete with others to see how well we can do.",s636
1.0,This Article is about the proteins that are available in green plants and that why Japanese took more  plant proteins and lived well.,s638
1.0,Many topics were covered at the SF ClimateTECH Conference which would be of interest to many people I know.,s639
0.0,I personally have the heat wave to affect the world...,s640
