tone_ratings,value,SID
1.0,A discussion from bid data to lab  grown meat and also to new candidacy for governor that are most important in recent times and so it is much needed  and so it matter s most personally,s030
0.0,Food diet Kidney sones,s031
0.0,This article describes the struggle of a cancer researcher for his own salvation and survival.,s032
1.0,I want to protect my health,s036
0.0,the climate change will impact the world's largest companies.,s037
0.0,The spread of wild grass growth allows the chances of wildfires to be worse than they presently have been.,s038
1.0,it is related to us because of wildlife,s040
1.0,This article matters because some people that I know will love to take part in green living but don't know where or how to start.,s041
1.0,"there was been regular exercise has been associated with enhanced vaccination responses, lower numbers of exhausted/senescent T-cells, increased T-cell proliferative capacity, lower circulatory levels of inflammatory.",s042
0.0,Side effects can occur even with simple supplements. A person needs to be cautious.,s043
1.0,running ups levels of gut bacteria in mice that made them run faster,s045
0.0,due to cause of the disaster like floods and climate change the people get the flood insurance in the change of climate increases,s046
1.0,The true effects of antioxidants on muscle soreness post exercise.,s048
1.0,It will keep them energized about renewable resources.,s049
1.0,This seems like a touching story of a person remembering their Grandmother and it would be interesting to read.,s051
1.0,"This article is about wind turbines, drones, and climate change.",s052
1.0,Campaign ads are more focused on global warming.,s053
1.0,Exercise from an early age should be encouraged as it benefits a child's development.,s054
0.0,The risks to your bones associated with cycling and swimming.,s055
1.0,Recent study sheds doubts on the link between obesity and cardiovascular disease,s056
1.0,"Dogs are no longer dogs but treated as our children. In fact, many are treated better than children. Dogs have a place of prominence in the bed and usually root out another person if they don't get the bigger portion of the bed.",s057
1.0,I should try to buy only enough produce as I need immediately.,s058
1.0,"Many of the people close to me care about their health and this article would be of interest to them because knowing that exercising will keep them healthier will make them feel good. There are also people who need a little push and by reading this article, they can be motivated.",s062
0.0,Because they're going to help kill us all.,s063
1.0,eating fish helps pregnant women and children,s064
0.0,The article is about how climate change has influenced the elections.,s065
0.0,The mice were too tired to keep moving after a big work out.,s066
1.0,Because climate change should matter to literally everybody.,s067
0.0,Places of history that climate change is affecting.,s068
1.0,"I think it's time to start switching to renewable energy, and as more people see the value in that, the better off this country will be.",s069
1.0,Wow this is hopeful!,s070
1.0,Flavonoids may protect against cancer and cardiovascular death,s072
1.0,This article matter because people I know exercise and would be interested in this.,s073
1.0,Climate change need to be addressed and it seems the younger generations are aware they are the voice that need to be heard the loudest as it affects their future.,s074
0.0,it is real and we should alert this.,s075
0.0,its about how global warming is negatively impacting our world,s076
1.0,"It matters because there are a lot of people I know that think just because they are getting older, then by default they won't be able to do much which doesn't have to be true.",s078
0.0,because it's about climate,s079
1.0,Disposable cleaning products can be more expensive and create more waste than their reusable counterparts.,s080
0.0,we are not losing weight because we are eating too much,s081
0.0,This article is about how avalanches are surpassing scientists' expectations and that this could be the beginning of something bigger.,s082
1.0,Exercise before school can make kids happier and more energetic.,s083
0.0,be careful what supplements you take,s084
0.0,This article would affect people I know who don't want coal mining to continue because it's dirty and affects the environment adversely.,s085
1.0,I want to remain alert and witty no matter my age.,s086
1.0,"I don't typically have holiday food waste, but solving the planet's climate problem is necessary for me and my family's offspring to have a bright future.",s089
1.0,I have a relative who is vegan.,s090
1.0,Technology might help with climate change.,s092
0.0,Sleep apnea can kill you,s093
0.0,You may think that you are recycling but it may not actually be happening,s095
1.0,There might actually be a probiotic that can help with weight gain.,s097
1.0,is it possible that motivation could be in our genetics?,s099
1.0,This article is about the oil industry wanting change on car emissions rules.,s100
1.0,Walking speed is a reflection of my culture - and I embrace it!!,s101
1.0,What foods and liquids you can intake to avoid or prevent kidney stones.,s103
1.0,This article matters to me because I have personally known people who have dealt with eating disorders.,s104
0.0,This article matters to me because it reminds me of the dangers of excess weight in my life.,s106
0.0,How government can't keep up with recovery funds of natural disasters.,s108
0.0,Beware of process meat lead to cancer....,s110
1.0,How plastic and paper bags both have their downsides and information about them.,s111
1.0,Banning sugary drinks at a medical center was correlated with workers losing belly fat.,s112
0.0,This article matter because I care for animals and people are trying to remove any kind of protection they have,s113
0.0,This is important because we might all be in this situations soon if we don't do something about climate change.,s114
0.0,Eating too much processed meats can cause breast cancer.,s115
1.0,Fitness is helpful for gettting beter hand of you health. IT will do good for when you get older,s116
1.0,yes maybe vitamin D is helpful,s117
1.0,It seems dancing is more than just fun-- it's one of the most effective exercises to curb the aging process.,s118
0.0,I drink a lot of soda.,s119
1.0,Swedish girl becomes Greta Garbo of climate change,s120
0.0,Climate change denial is dangerous to our society.,s121
1.0,because you can help your partner if they have a eating disorder,s122
1.0,Because I know people who exercise and diet to lose weight.,s123
0.0,This article is about how plastic hurts the enviorment.,s124
1.0,Everyone could use some advice on cleaning alternatives.,s125
1.0,the climate change  make an urgent call to take action and to protest which makes a young people in global strike to take part.,s126
0.0,If sugar patients avoid sweet.,s127
1.0,This matters to me personally because I'd be interested to learn why certain supplements don't help to relieve muscle aches after exercise.,s130
0.0,I'm worried about the effects of fire on the environment,s132
1.0,Some groups aren't putting their head in the sand when it comes to climate change.,s133
1.0,Going past your limits with exercise may increase the benefits of exercise at the cellular level.,s134
1.0,This article matters to people I know because the benefits of dancing are helpful to brain function and quality of life.,s136
1.0,"The worlds largest companies are preparing to face up to one trillion spending in climate related risks, becoming more apparent within the next 5 years.",s137
1.0,"Eating disorders are serious,  and it's important for the person's support system to know how to help.",s139
1.0,Because people I know are interested in climate change,s140
0.0,This does not matter to me but makes me upset,s141
1.0,"Vitamins C and E , black tea antioxidants.",s143
1.0,The increase in political campaign ads that focus on climate change.,s145
1.0,A.I. plays a large part in my daily life and is only becoming more important.,s146
1.0,The Senate has passed a bill that helps protect and preserve wilderness and wild lands.,s147
1.0,Bacteria supplement level consumption.,s149
1.0,"This article matters to anyone that might be looking into an energy alternative solution, mainly homeowners.",s150
1.0,"Smoking is so bad for the human body. Staying fit with exercise, eating healthy and thinking positive is the very best a person can do",s151
1.0,Taking Vitamin D during pregnancy may improve baby's tooth enamel,s153
1.0,Consuming vitamin D during pregnancy can have a great effect on the baby's tooth enamel.,s155
0.0,It is about the massive amounts of non-biodegradable pollutants we are creating by producing and using plastics in our everyday lives; tons since the 1950's.,s156
1.0,The article about dancing may be best for the brain.,s157
1.0,LOWER URIC ACID AND LOWER RISK OF GOUT,s159
1.0,This is important because I would not want any natural disaster happening to us,s160
0.0,ARTICLE ABOUT WEIGHT LOSS BY NOT TAKEING OF SUGAR,s161
1.0,"My vegan and vegetarian friends, you might want to read this. I'd rather y'all not have to deal with gout and if this helps you avoid it, great!",s163
1.0,The article is about the Senator's proposal about giving Americans vouchers in order for them to be encouraged to purchase American-made cars that are electric and hybrid vehicles. This would help with Climate Change and lessen the carbon footprint of Americans.,s166
1.0,"Technology and business leaders gathered together in San Francisco to discuss topics such as big data, lab grown meat, and the candidacy for governor.",s167
1.0,This is an article about our immune system.,s168
1.0,this is about plastics on earth,s170
1.0,The things kings of Egypt tried to do to prevent a climate disaster.,s172
0.0,The oil industry has tried to push back on car emissions regulations,s177
1.0,This explains why some people are more likely to struggle with skin infections than others.,s178
1.0,"People need help sometimes, and it's not shameful. People could use some ideas on how to help.",s184
1.0,"This article matters to people I know because it concerns health and diet.  The people I know, which is my family, are all concerned about their health and eating healthy.",s185
1.0,We should carry a reusable bag and should carry our own cloth grocery bags.,s186
0.0,"Climate change is so important and this article matters to me, because scientists are trying to fight deniers with scientific facts. People who refuse to make any changes in their lifestyle and deny facts are harming humans and animals and it's horrible.",s187
0.0,The health issues associated with eating deli meat,s189
1.0,private company give vouchers to consumers to buy American-made electric and hybrid cars & trucks,s191
0.0,"This matters to me because I eat white meat and I don't want to increase my ""bad"" cholesterol levels.",s192
1.0,Obesity is the main problem for the adults so avoid eating junk food had a healthy diet.,s193
0.0,The Arctic Council was unable to issue a joint statement because there was US disagreement on climate change.,s194
1.0,A 13-minute workout with weights might build strength.,s195
1.0,It helps me help the earth,s196
0.0,I find this article not interesting and i think its a waste of time,s197
1.0,This article make hopeful and this relevant to my society.,s198
1.0,It is the most important issues to be considered and it can be reduced with every individual contribution to reduce the carbon emmision,s200
0.0,"it's all about the money with these people. They don't care about the animals, the environment or future generations. it's all about getting money in THEIR pockets!",s201
1.0,People should try to stop plastics,s202
0.0,Supplements that seem too good to be true probably are to a deadly extent.,s204
0.0,I'm not sure why this matters to anyone...not enough information in the headline.,s205
0.0,Climate change is the threat for all level of sites.,s206
1.0,"I have struggled with counting calories to try to lose weight. This will be a total game changer, I just need to eat the good bits of food and not the bad.",s207
1.0,handy guide helps you reduce your own carbon foot print,s208
0.0,The trash zone in the ocean between Hawaii and California is growing exponentially.,s210
0.0,"This article is relevant to me because I have been wondering if there are any benefits to following fad diets or eating styles that other people are adopting. In this case, it shows that adopting a gluten-free diet can have downsides if you're not allergic to gluten.",s211
1.0,strong immune system,s212
1.0,check this out for some affordable cleaning products,s214
1.0,Glad to see climate change is becoming the issue is should be in the political arena!,s215
1.0,It is about how exercise can slow the aging of your immune system.,s216
1.0,I hear so much about GMOs I think it is time for me to get more educated on them.,s217
1.0,It tells the bag usage of grocery store,s218
1.0,It matters because I have sometimes attempted weight loss,s219
1.0,"Vestas is committed to transforming sustainable energy into mainstream energy to help limit global CO2 emissions and combat the climate crisis. Last year, Vestas supported Green Friday as an alternative to Black Friday and through our initiative",s222
0.0,This article is about statins and how taking them can increase the risk of staph skin infections.,s223
0.0,Global warming is harming sites I might someday want to visit.,s224
1.0,farmers market shopping with the chef tom helps customers get better food,s227
0.0,The ocean is being affected by a toxic tide that normally occurs. This year it's more pronounced. A toxic tide would just keep me out of the water and would kill a lot of fish. That would affect my fishing and catch.,s230
0.0,This is about a medical device that might be having adverse effects.,s234
1.0,"
People’s performance is those who have improved all types of training subject to you",s235
1.0,This article matters because it includes important information about how moving and specializing has a positive impact on the brain's aging.,s236
1.0,A TURN'S INTO SYMBOL FOR CLIMATIC ACTION,s237
1.0,It talks about a widespread heatwave that occurred on four continents.,s242
1.0,ANWR drilling could be on the horizon,s243
0.0,"This article is about the vaquita, an animal that is almost extinct.",s246
1.0,"Dancing always helps to keep you so energetic and it motivates you to achieve your goals, Physically It  helps to strengthen your bones.",s248
0.0,low impact sports may not be enough to keep your bones healthy,s249
1.0,This article matters to me personally because I am also the one who getting my protein from plants.,s250
0.0,"This article is about the downside of having a sweet tooth, regular consumption of sugary drinks raises the risk of tooth decay, obesity, fatty liver disease and other stuff.",s251
1.0,It matters because it elaborates on how useful and beneficial it is adding exercise into your life.,s255
1.0,it is about exercise and training,s257
0.0,Global warming will destroy our life.,s258
0.0,It explains the climate change cause and the disaster related crises.,s259
0.0,The more weight you have on you the more likely you are to have cancer.,s260
1.0,Reusable cleaning products,s261
1.0,I try to always carry my own bags from home.,s262
1.0,"A story that environmental loss is a loss for the economy as well. If for no other reason, support climate action for a bright economy.",s265
0.0,That using a cleaning product that is simple may not wok that great after all and is a waste of money,s268
0.0,It's sounds horrible. we are going to face the worst things that would happen in the future,s270
1.0,climate change and the environment matter the most to me because i love doing my part to help ensure the world has a future.,s273
1.0,This is very important to the peoples,s274
1.0,I have friends that work in the grocery business.,s275
0.0,It was about the weight loss supplement was giving a huge effect of sexual function.,s276
0.0,yes parents makes kids fat by giving too much junk foods,s277
1.0,This is an interesting article about how fewer Americans are purchasing flood insurance despite the increase in flood risk due to climate change. I recommend reading it!,s278
1.0,This article matters to people to help the Earth by consuming less.,s279
1.0,It has a guide to show you how to reduce your carbon footprint.,s280
0.0,An increased number of wildfires in remote parts of world increase fears about the dangers of climate change.,s281
1.0,it is helpful for people whho stay in flood prone areas,s283
1.0,This matters to me because I drink a lot of sugary drinks and it helps me think about cutting down my consumption of them.,s287
1.0,This is important information for all who want to lower their risk of dying from heart disease and cancer. More good news for vegetarians such as myself.,s288
1.0,Our advancing age may not cause us to physically slow down as much as we thought.,s292
1.0,polluting the sea could affect the people i know. thus they are against the act of polluting the pacific ocean,s294
1.0,Vaquita porpoises are endangered,s295
0.0,It always worries me when I see homes being built in flood areas.,s297
0.0,Oil industry's Secret campaign is trying to bend US car emissions rules,s299
1.0,nuclear power and environmental issues are quite complicated.,s300
1.0,It is about the climate change activist Greta.,s301
0.0,If children are fat their would take the trouble,s303
0.0,Climate change will lead to simultaneous disasters,s305
1.0,they key to weight loss is moderation,s307
1.0,About the preference in usage of plastic or paper bags in grocery store.,s308
1.0,This article matters to me personally because climate change is a huge threat to the environment and to people.,s311
1.0,It is about ancient places that might be harmed in the future.,s313
1.0,Chef Tom Colicchio gives advice on food wastage and how to minimize it.,s314
1.0,This article states that Senator Schumer has proposed a bill to incentivize people to buy more eco-friendly cars.,s316
1.0,Even small children are now recognizing climate change.,s318
1.0,This article is very attractive,s319
1.0,It is about food control in our life,s320
0.0,I am belong San Francisco,s321
1.0,"I know many people who have high blood pressure and would need something that could motivate them to work out, or at least make working out a more enjoyable, gamified experience.",s322
1.0,Automakers and climate change.,s324
1.0,I like political oriented articles. This article is about Bill pass by the senate which is about Sweeping Land conservation I think this is a good move to protect our environment and save the nature.,s326
0.0,plastic recycling is not real recycled,s327
0.0,Women that eat processed meats are more likely to get breast cancer.,s328
0.0,"Again it just says ""Snippet"" for the headline just like headline number 9.  Also on headline 8 it jumped ahead before I could finish.",s329
0.0,It's so crazy to build homes where they know they'll be flooded. Is there a method to this madness? Who would live in these homes? I can't help but think somehow the taxpayers will get screwed.,s330
0.0,Every one should has the responsible in the climate change.,s331
1.0,Making know the people the tons of plastic the Great pacific Garbage patch is ballooning,s335
1.0,"The current, outgoing US administration has failed to take the dangers and costs related to climate change seriously. I feel it's important that others keep the issue in the spotlight, and get change done wherever it is possible. I support protests like this, which can pressure industry and states to take up action where the federal government has failed. The quicker the problems are addressed, both the cheaper and more progress can be made.",s337
0.0,Lawsuits have been launched in Colorado by local governments regarding climate change.,s338
0.0,This is really bad for our environment. We need to pay more attention on how we trash plastics on the street.,s344
0.0,Ancient sites could be destroyed by global warming.,s345
1.0,We need to use more of renewable energy and reduce climate change in the process,s348
1.0,My mom thinks some meats are fine. This article might educate her.,s349
1.0,This article is about how to reduce carbon footprint,s352
1.0,This article is about climate changes in shift gears.,s353
1.0,It was awareness to me,s358
1.0,Walk is an essential work for all of the persons for their health. The main thing is where do we and walk and walk with whom? Americans feels walking with children is better one.,s360
0.0,Regulators in Queensland have issued a permit to allow a disputed mine to be used as a coal resource.,s361
1.0,"I would matter to people interested in economy.
Article would mention a relation between global warming and American economy.",s363
1.0,They want to know about climate change regarding schools.,s364
1.0,The article is about Olympic Skier and also scientists that won a prize for mapping peat.,s368
1.0,"Since I spend time dancing, I can be sure this keeps my brain active and lively.",s371
1.0,People I know as well as myself work out and I've always believed antioxidants were fairly good for the body day in and day out. It's good to think that my friends and I may not benefit from ingestion of antioxidants so we can figure out other ways to.,s372
1.0,People who cut back certain foods lost weight.,s373
1.0,"A Hypothesis about a study that would ""Suggest"" that gut bacteria makes mammals run faster. It would convey the uncertainty since the observations were done in the Lab with mice. Mice have a similar metabolism and similar biological systems to humans so would try to relate those findings to humans. It would conclude that more studies are needed and that Human Studies would be necessary for a more definitive conclusion.",s375
1.0,Flavonoids found in some plants can help reduce the risk of cancer and heart disease.,s380
0.0,it is about obesity is the cause of sleep apnea,s386
0.0,how record heat effects people around the world,s387
1.0,older cyclists are not like most of the rest of us,s390
1.0,every children must be safe in the world and children very like to me always,s394
0.0,"because of, it's information about a lifestyle.",s395
0.0,Climate change of global warming.,s396
1.0,Those with metabolic disorders causing obesity might benefit from a gut bacterium supplement.,s399
0.0,It can affect our people's livelihood to a major extent.,s400
0.0,Sugary drinks Will led to a shorter your life span But the expert say's There is no health benefits,s401
1.0,Seems interesting and sounds good,s402
0.0,controversy on the consequences of obesity,s403
1.0,People I know eat meat and some eat a lot so knowing the effects it has on our health is something they would want to know.,s406
0.0,the New York attorney general office alleged that Exxon deceived investors about the climate change and federal judge against in Massachusetts implausible one,s411
0.0,breast cancer very danger disease for human .use tratment very use full medical history,s412
1.0,A dog can help humans sleep well.,s414
1.0,"another climate activist, fighting to save the planet",s415
1.0,This article is about A.I. helping with fighting Cancer.,s418
0.0,climate change will bring more bad things,s419
1.0,Reusable cleaning products will make effective and it will reduce the cost of buying.,s420
1.0,I used to smoke but I no longer do and I became very health conscious since so this is good news for me.,s421
1.0,"The idea of kidney stones scares me, so this information is useful.",s422
0.0,Food marketed to kids is junk and starts kids off on a path of poor dietary choices.,s423
0.0,The government's slow response to disasters resulting from climate change could complicate coping with a disaster for me and other affected Americans.,s425
1.0,This article is important to me because I like to find ways to spend less on groceries and food while still buying healthy food.,s432
0.0,climate change issue is big issue in my country because i am also protest to the issue .,s434
1.0,A personal opinion on climate change from a scientist expert in the ocean condition.,s435
1.0,Gut Bacteria run faster and probably it would be work in people.,s436
1.0,its really amazing news like creation is too good,s437
1.0,"









The article is about an unlikely culprit, deodorant, causing havoc on the environment along with the usual suspects, cars and trucks. 

",s439
0.0,food which contain vitamin c and calcium must be avoided and sweat items like chocolates  to prevent from the kidney stone.,s442
0.0,This article is about home been built in flood prone areas,s444
0.0,muscles is to gain immune sysytem,s445
1.0,It looks at the relationship between nuclear power and environmentalists are how some goals are common.,s446
0.0,"The article suggests that drinking sugary drinks is tied to shorter life, and that people should not consume any of these beverages because they offer no benefit.",s448
1.0,The study with the game is very suitable for children.,s449
1.0,The oil industry is trying to change fuel efficiency regulations.,s450
0.0,this article is about flood worsen,s453
1.0,You gotta be active all the time.,s454
1.0,Use automakers as a solution of climate change,s456
0.0,This article is about how sugary drinks are bad for your health and can lead to you dying at an earlier age.,s457
1.0,"This article matters because it highlights the link between climate change and dangerous wildfires, which have affected people I know in California and elsewhere; climate change is a major concern in general of people I know.",s460
1.0,It's important for everyone to know what GMO is and what it means for us in order to help combat fear-mongering and misinformation.,s462
1.0,this would raise awareness about more excessive meat eating,s463
1.0,These are highlights from climate meetings and some tips,s466
0.0,The metabolic disorders are not come to everyone. The people have this they blessed.,s467
1.0,about reducing single use cleaning products.,s470
1.0,I like to eat healthy and I really like tomatoes and spinach so this article would help me understand how nutrients change in these two foods when cooking them.,s471
0.0,they should eat proteins to help in proteins,s473
1.0,We gain more when we excersize because we eat more,s475
0.0,This is about the information about the risk of global warming which may destroy some ancient places in the Mediterranean.,s478
0.0,I think more people needs to know what we are doing to our land and how it is harmful,s479
1.0,Dancing seems to help the brain more than walking or stretching.,s481
1.0,"This matters to me because I may have been tempted to try out disposable cleaning products for their convenience, but if they're less effective, more expensive (and add to garbage heaps, hurting the environment) then I'd rather stick with reusable cleaning products.",s482
1.0,"Despite solar power being used more than ever before, there is still a long way to go before it overcomes fossil fuels.",s483
1.0,"Some nutrients go up with cooking, some go down.",s485
1.0,It matters to me more,s487
1.0,"is about floods, climate change and being safe",s488
1.0,Recycling can make positive differences when practiced.,s490
1.0,"People need tips on how to help with climate change in their day to day life, and how to do this during the holidays would be helpful for everyone.  A lot of people get discouraged because they think there isn't anything they personally can do and that's just not the case.",s492
0.0,"Our world is in danger, because of climate change. And some people around the world toss waste in our oceans and streets",s493
1.0,This article about hopeful,s494
1.0,It is suggesting in investing in your own wind turbine and mentions another article on climate and korea,s495
1.0,each and everyone should take care of it,s496
0.0,This is an article about climate change and the impact on the election.,s497
1.0,"If you have a green energy provider in your area, it's probably a good idea to switch to it.  I know a lot of my friends are concerned about climate change, so it's useful that there are ways to help stave it off and go green.",s498
1.0,"eat quality foods, because flavonoidsin plant it is good for health and gain immunity",s499
1.0,Its about clean power and the advantages of switching to this type of energy.,s502
0.0,"This article matters to me personally because I do not have flood insurance because I don't think it's likely for my particular area to be affected by this, however the information in this could very well relate to what occurs in the future for me and my household.",s504
0.0,This article reported on the deadly glacier in Tibet that might cause due to climate change,s505
1.0,More places are starting to sue oil companies. They once were suing more coastal oil companies but now also those inland.,s506
1.0,anything that could make me more productive is interesting to me,s507
0.0,How nuclear power effects the environment,s512
1.0,This is just a touching story that might make people feel good,s513
0.0,I am so worried about climate change and I fear we are not addressing it in a timely manner,s514
1.0,Bananas would be ok for sport drinks in other to gain enough carbohydrates.,s515
1.0,this article about bone pressure activities research,s516
1.0,It gives me more information about exercise,s517
1.0,This article matters to me in the sense that we can eliminate unhealthy lifestyles by promoting healthy lifestyles through programs such as BOKS program.,s520
0.0,"Climate change making natural disasters like avalanches more dangerous, bigger, faster.",s522
1.0,"Walking can be very healthy for your family, it is important to keep on your feet during the day.",s526
1.0,"Our fragile environment is a concern, and I'm all for trying to help it and not hurt it more",s527
0.0,This is a story about a Korean person's experiences moving from being relatively rich to being poor in California.,s529
1.0,EVERYONE HAD HIS FITNESS LEADS TO LIVE MORE YEARS,s530
1.0,We do HIIT everyday.,s531
1.0,"These are our chosen people and the drought would cause famine and death, We should help anyway we can.",s532
1.0,giving babies healthy teeth by having a high dose of vitamin D could be relevant to any of my friends who want to have childten.,s533
1.0,This article is about using artificial intelligence to combat cancer.,s535
0.0,Beverages with sugar do not help prolong your life nor help it.  It may actually shorten your life.,s537
0.0,Most business firms will have to make adjustments in their operations and expect significant additional costs related to climate change in the near term.,s538
1.0,This matters to people i know because i have some friends who live in areas where forest fires are common.,s540
0.0,This matters because this could trigger bigger natural disasters in the future.,s541
1.0,Anything I can do to help myself stay healthy is worth reading,s543
0.0,It is about the S.U.V.s and climate,s544
0.0,"Some in my dysautonomia community can only do these type of exercises, are we at risk?",s545
1.0,How to help reduce your carbon footprint.,s546
0.0,This article is about how a declaration on climate change was blocked in pressure from the US.,s547
1.0,Peoples are must knows the technology and business leaders.,s548
1.0,i think its the best form to care our environment,s551
1.0,This matters because a lot of people eat processed food frequently and it shows how it affects your body.,s552
1.0,"The US needs to act on climate, but what way is the best is the question.",s553
0.0,"The E.U.Leaders have been failed to reach the target regarding climate,which affects all people in the earth,Every single person in world is responsible for the climate change.",s554
1.0,i prefer to save energy,s555
1.0,People are interested in different methods for weight loss.,s558
0.0,because it is very important,s559
0.0,Flodding has many causes and consequences.,s561
1.0,"Many of our friends and family live in the coastal areas.  There's a lot of concern about the future impact of sea level rising, and a certain amount of apprehension, but there's a new tech firm that is trying to make it more concrete.",s563
1.0,So people can see that exercise is important,s567
0.0,Its about the risk of heart disease and health related issue.,s568
0.0,This article is about the growing intensity of wildfires.,s570
0.0,The fact that deli meats have even small amounts of processed meat is quite terrifying given how it increases your risk of colorectal cancer.,s571
1.0,"This article gives me a sense of pride knowing that scientists are stepping forward to refute the claims of climate change denialists. While they say polar bears are fine, scientists focus on a blog that spreads missinformation from a Canadian zoologist and this makes me proud to see that they are willing to fight the battle of misinformation being spread and promote widespread awareness of the truth.",s572
1.0,It appears this article is about exercising for children and where good health starts early in life.,s574
1.0,Bananas can replace sports drinks for carbohydrate fuel for exercise.,s575
1.0,Computers can predict and treat breast cancer and might be able to one day help prevent it.,s576
0.0,Scientists tried to save a rare mammal called the vaquita in a rescue mission and one died after being captured.,s577
1.0,This article matters to people I know because I personally take products such as whey protein and creatine which are often branded as muscle building supplements.,s578
0.0,Climate change is the big threat for current century.,s581
1.0,"Because Americans are staying home more and traveling less, they are saving energy",s582
1.0,fitness might help peoples to get free from lot of health affecting disease,s583
1.0,Parents absolutely have an impact on a child's health considering that the parent serves a majority of what the kid eats to them. More education on this could help kids become healthier which is always great.,s584
1.0,The extra work of healthy cooking is worth it,s587
1.0,This article is about our gut bacteria and how it affects our running abilities.,s588
1.0,Artificial intelligence is being used to help predict and treat cancer.,s589
0.0,"""might not survive"", and we're forgetting that nature has, without human intervention, destroyed inumerable civilizations and archaeological sites. Stories like these drive human action towards particular agendas which are often neither rational nor beneficial.",s592
1.0,Weight loss information.,s593
1.0,The article help to give more information about the flavonoids in plants and its benefits.,s594
0.0,Climate change and related hazards,s595
0.0,This article is about the abundance of CBD but scientists still know little about it.,s598
1.0,CHILD IS GOOD FOR CHILD BODY,s599
0.0,Earth is warming from climate change,s600
1.0,It is about how to properly recycle materials.,s602
1.0,It is about the resolution in this new year that is address climate change.,s606
1.0,overall healthy choices with food in regard to children's health,s608
1.0,People need shelters to live no matter about the flood zone areas,s610
1.0,People I know like to keep up to date on different science news like this,s613
0.0,a study about climate disaster,s615
1.0,This article is environmental protection and permanently reauthorizes a federal programs to pay for conservation.,s616
1.0,Polar bears are not in danger from climate change,s618
1.0,I felt very good with this article.,s619
1.0,Information about how to switch to a renewable energy provider.,s620
0.0,Meat has a negative effect on cholesterol.,s621
1.0,cause it is quite informative,s622
1.0,hardwork makes the life convenience,s623
0.0,"There is a fire with 10,000 acres in California. There are many other fires.",s624
1.0,This article is about race where  runners do races  to do something new,s626
1.0,Exercise is important and will help keep our bodies 'young',s627
1.0,This article is very useful  to me.Because I have kidney stones,s628
0.0,Climatic changes are a serious threat.,s629
0.0,"obesit,cholestrol,high blood pressure risks of parkinson's diseas",s630
1.0,We just had a heat wave that gave the planet its hottest month of June ever (possibly).,s631
1.0,How fitness can impact the development of dementia.,s634
0.0,My grandmother has cancer and I think this is very inspirational.,s635
1.0,Bananas are better than sports drinks to fuel exercise.,s636
1.0,This is about the Swedish girl Greta who challenging the world leaders to take  immediate action against climate  change.,s638
1.0,My friends and family care deeply about animals and protecting species from extinction.,s639
1.0,This article about the Metabolic benefits after a ban on sugary drinks went into effect...,s640
